id,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,action,action_type,action_detail,device_type,secs_elapsed
113,0,32,0,0,0,0,1,3,0,1,1,0,19,4,5,3,17009
125,1,29,1,12,0,4,2,0,3,4,5,0,10,4,10,4,8679
114,1,55,0,0,0,1,1,2,0,1,4,0,7,1,4,3,652439
76,1,36,0,25,0,0,0,1,1,0,1,0,6,4,10,6,20601
51,1,92,1,0,0,1,1,2,0,0,4,0,5,1,7,3,0
109,0,43,0,0,0,3,1,2,0,1,4,1,3,1,5,3,11087
13,0,36,0,12,0,4,6,0,2,4,6,0,34,4,10,6,0
0,0,23,0,12,0,4,2,0,2,6,2,0,23,4,10,6,4011
72,0,48,0,0,0,0,5,1,0,0,0,3,21,2,6,3,0
15,0,31,1,12,0,4,2,0,3,3,5,1,20,4,11,4,0
114,3,31,0,0,0,0,0,0,1,0,1,0,1,4,10,1,14163
127,1,31,0,0,4,1,5,1,0,1,0,0,2,3,7,3,16021
93,1,31,0,0,0,0,1,2,0,1,0,1,29,3,6,1,52094
111,0,27,0,24,0,1,0,0,2,0,1,3,4,2,10,3,895
64,1,83,1,0,0,1,1,3,0,3,0,1,1,0,7,3,0
108,0,41,1,0,4,2,0,1,0,1,3,6,2,6,8,3,0
116,1,39,1,12,0,4,2,0,3,4,5,1,12,4,10,4,4750
93,3,43,0,0,0,1,0,0,0,7,3,0,8,0,18,2,34728
18,1,25,0,24,0,5,6,0,0,2,4,5,1,4,10,6,10264
73,1,37,1,0,4,1,1,1,0,1,0,2,36,1,10,1,140605
76,0,78,1,0,0,1,1,2,0,1,4,4,6,0,18,3,7409
33,0,39,1,0,1,1,1,1,0,0,0,0,7,1,8,3,0
52,1,75,0,0,0,0,1,2,0,0,1,0,0,0,1,2,0
90,1,22,1,12,0,4,2,0,3,4,5,0,0,4,10,4,0
10,0,29,1,0,0,0,0,1,0,0,0,0,15,0,45,2,17014
71,1,29,1,12,0,4,2,0,3,2,5,0,4,4,10,4,17727
149,1,51,0,0,0,0,8,1,0,0,1,0,2,3,45,7,28251
36,1,34,0,0,0,0,0,0,0,3,1,3,9,4,22,1,189262
54,0,24,1,0,0,0,1,0,0,3,0,0,1,4,10,3,397418
136,0,26,0,0,0,0,8,1,0,0,1,0,10,4,22,3,16725
95,1,26,1,0,0,0,5,0,0,0,3,0,18,3,20,0,57030
55,3,24,0,0,4,0,0,3,0,0,4,4,7,1,12,2,8609
101,3,28,1,0,0,0,0,0,0,0,1,0,39,0,10,0,18788
46,1,25,1,0,0,0,0,3,0,0,1,0,21,0,7,2,0
39,0,32,1,0,0,0,4,0,0,0,1,0,8,4,5,2,0
109,0,26,1,0,0,1,0,3,0,1,3,9,61,1,10,7,8988
65,3,33,1,0,0,1,1,2,0,1,4,0,24,0,8,3,133904
92,1,27,1,0,0,0,1,2,0,3,4,1,20,0,9,3,0
97,0,25,0,0,9,0,0,0,0,0,2,2,5,5,22,2,1274447
80,0,26,0,25,0,0,0,0,0,0,0,0,9,4,10,0,0
61,3,32,0,0,0,0,0,0,2,0,1,9,29,4,10,7,179571
109,1,26,0,0,0,0,1,3,0,0,2,5,1,4,7,1,0
74,0,27,1,0,0,3,0,1,0,0,2,4,3,3,19,2,0
51,0,27,1,0,0,1,1,2,0,1,4,2,0,3,6,3,0
26,0,34,0,0,0,6,0,0,0,0,0,0,2,3,6,2,5249
55,1,67,1,0,0,1,1,2,0,1,0,0,40,1,7,3,0
94,1,34,1,0,1,1,1,2,0,1,4,1,5,1,3,3,731885
44,3,28,0,0,0,0,0,0,0,0,1,0,4,1,15,2,12045
28,1,31,0,0,9,0,0,1,0,0,2,0,11,1,10,2,34286
15,1,28,1,0,0,0,0,0,2,1,4,3,18,4,10,6,16691
13,3,28,1,12,0,4,2,0,3,4,5,0,30,4,11,4,0
11,0,22,1,12,0,4,2,0,3,4,5,0,1,4,10,4,0
48,1,27,1,25,0,0,0,0,2,4,3,3,4,6,10,6,0
133,1,32,0,0,0,0,0,1,0,0,1,0,32,0,31,2,30208
92,3,25,1,12,0,4,2,0,3,4,5,0,0,4,10,4,0
51,3,42,0,0,4,0,0,0,0,0,1,0,41,0,22,8,57097
34,0,31,0,0,0,2,1,2,0,1,4,0,8,1,7,3,2945
54,1,42,1,12,0,4,2,0,3,4,5,1,36,4,10,4,0
108,1,34,1,24,0,0,0,0,2,5,6,3,25,4,9,6,3165
65,1,43,0,0,0,0,0,0,0,0,0,0,2,2,10,2,0
0,0,29,0,24,0,0,0,0,2,5,3,0,24,4,10,7,0
140,0,29,0,12,0,0,0,0,2,5,6,0,0,4,10,6,3672
11,0,31,0,12,0,0,0,0,1,5,6,3,5,4,10,6,5795
0,1,42,0,24,0,0,0,0,1,0,3,3,0,4,10,2,7474
35,3,27,0,0,0,0,0,0,1,0,1,0,0,4,10,8,32488
33,1,41,1,0,0,0,0,3,0,0,0,0,0,4,10,2,505
73,3,30,0,12,0,4,2,0,0,4,3,0,26,4,10,4,925
70,3,40,1,25,0,0,2,0,2,0,3,3,3,4,10,6,0
130,1,62,1,0,0,0,0,0,0,0,4,0,0,0,10,2,1066879
0,0,28,1,0,0,1,1,2,0,1,0,1,7,1,9,3,0
80,3,26,1,12,0,4,2,0,3,4,5,0,26,4,10,4,0
67,1,46,1,0,2,3,1,1,0,1,0,0,0,0,6,1,0
91,3,27,0,12,0,4,2,0,1,0,6,0,0,4,10,4,0
149,0,35,1,24,0,0,2,0,1,2,6,0,18,4,10,2,0
30,0,45,0,0,0,0,6,0,2,5,6,0,42,0,11,6,52709
1,1,29,1,12,0,4,2,0,3,4,5,0,0,4,10,4,9079
149,1,28,1,0,0,0,6,0,0,0,3,0,1,4,6,6,16842
16,0,26,1,0,4,3,1,2,0,3,4,5,3,1,7,3,0
71,0,50,0,0,0,0,0,0,0,0,1,0,24,0,6,2,4979
23,3,26,0,12,0,4,2,0,3,4,6,0,9,4,10,4,0
120,1,26,0,12,0,4,0,0,2,2,3,0,11,4,10,6,68558
104,1,68,0,0,0,3,1,2,0,1,0,7,1,0,6,3,0
69,0,56,1,0,0,1,6,2,0,1,0,2,7,0,4,3,16126
54,3,36,0,0,0,0,1,2,0,0,1,0,72,0,0,2,67224
51,0,66,1,0,0,1,5,0,0,0,0,2,2,3,13,2,24535
122,0,67,1,0,0,2,1,2,0,1,1,0,32,3,6,3,43584
42,0,24,1,0,0,1,1,2,0,1,0,1,1,0,6,3,0
117,0,25,1,0,0,2,1,2,0,1,0,0,5,1,5,3,471489
123,1,29,0,0,1,0,0,0,0,0,3,0,0,4,23,1,0
49,0,30,0,0,0,3,0,2,0,0,2,0,4,0,7,3,200407
18,3,28,1,0,2,0,0,1,0,3,0,0,0,4,16,2,0
91,1,68,0,0,0,7,0,1,0,0,0,0,23,6,25,2,60241
86,1,31,0,0,0,5,0,1,0,0,1,1,3,0,6,2,12752
55,0,30,1,0,0,2,1,2,0,1,0,1,4,0,9,3,40150
76,0,33,1,0,0,6,1,2,0,1,0,0,8,3,7,3,28879
84,3,37,0,0,0,0,0,1,0,0,1,0,0,1,8,3,2024
72,0,31,1,0,0,5,1,2,0,1,0,0,0,1,5,3,9078
122,1,41,0,12,0,4,2,0,3,4,5,0,4,4,10,4,16554
114,0,24,0,0,1,0,1,2,0,1,0,2,3,5,11,0,0
25,1,84,0,0,0,0,5,2,0,0,0,1,6,1,36,3,180794
149,1,41,0,12,0,4,2,0,1,2,3,1,3,4,11,6,0
0,0,31,0,25,0,0,2,0,1,5,6,0,66,4,10,6,0
149,1,29,0,0,0,1,1,2,0,1,0,0,0,1,21,3,11660
87,0,27,1,0,0,2,1,2,0,1,0,4,9,0,7,3,17323
90,3,40,0,0,9,0,0,1,0,1,4,2,0,0,10,3,11451
75,0,31,1,0,0,1,1,2,0,3,2,4,4,1,7,3,0
84,1,42,0,12,0,4,2,0,3,4,5,0,2,4,10,4,0
62,1,47,0,12,0,4,2,0,3,4,5,0,0,4,10,4,0
60,1,26,0,12,0,4,2,0,3,4,5,1,0,4,9,4,13175
0,1,40,0,25,0,0,0,0,0,0,1,0,3,4,10,0,7401
51,1,46,0,0,0,0,0,1,0,0,10,0,0,4,10,1,37143
79,3,23,0,0,0,0,0,0,0,2,0,0,0,4,11,8,44721
113,3,22,1,0,0,0,0,0,0,2,3,0,8,4,10,7,507
3,0,66,1,0,4,3,1,2,0,1,0,1,4,0,4,3,27671
99,0,35,1,0,0,0,1,2,0,0,3,0,3,4,8,3,0
100,1,24,1,0,0,5,0,1,0,0,2,0,3,0,3,2,2890
137,1,27,0,0,0,0,0,0,0,0,4,0,3,0,1,2,0
63,1,25,0,0,0,0,0,2,0,3,2,0,35,2,4,2,2245
65,1,36,1,0,2,0,0,0,0,0,3,0,27,1,15,3,1671
119,3,20,0,0,0,3,1,2,0,0,3,0,7,0,6,1,13295
85,1,40,1,0,0,0,0,0,0,7,0,2,0,3,2,8,0
88,1,25,0,12,0,4,2,0,3,4,5,0,2,4,9,4,0
87,1,30,0,24,0,0,6,0,2,0,1,0,34,4,10,6,297441
0,3,19,0,12,0,0,0,0,2,2,6,9,6,4,10,6,0
122,1,34,0,0,0,0,0,1,0,0,1,0,0,0,44,2,205046
1,1,21,0,12,0,4,2,0,3,4,5,0,1,4,11,4,0
50,0,24,1,0,0,0,1,0,0,1,2,6,3,3,39,2,1366
103,0,32,0,0,0,3,1,2,0,3,10,0,2,0,1,1,13743
125,0,26,1,12,0,4,2,0,3,2,6,0,1,4,10,6,9131
82,1,38,0,0,0,3,1,0,0,1,4,0,8,1,0,3,16056
132,1,46,0,0,9,0,0,2,0,0,2,0,3,2,8,2,27374
65,1,45,0,0,0,1,1,2,0,0,2,0,3,3,6,2,48828
111,1,30,0,0,0,0,0,1,0,0,1,0,1,0,8,2,4015
103,1,26,1,0,0,2,0,1,0,1,0,0,2,2,0,2,51928
139,1,22,0,0,0,1,1,0,0,2,2,2,6,4,7,3,0
30,0,50,1,0,0,2,1,2,0,1,2,0,2,3,8,3,0
88,1,25,1,0,4,0,0,0,0,0,1,0,35,0,13,2,0
127,0,26,0,0,1,0,5,0,0,1,1,2,3,4,10,1,0
123,3,35,0,0,0,0,0,1,0,0,1,0,4,4,5,2,289463
73,1,26,0,0,0,1,0,1,0,0,2,0,59,1,42,2,0
37,3,23,0,12,0,4,2,0,2,3,6,0,0,4,11,4,21285
56,3,23,0,25,0,0,0,0,1,5,10,0,7,4,10,0,18763
46,1,50,0,0,0,0,0,2,0,1,0,0,2,1,24,3,1751
65,3,54,1,0,0,0,0,0,0,0,2,0,30,6,6,2,27139
35,0,58,0,0,0,0,0,1,0,3,2,0,5,3,6,2,4705
114,1,25,1,0,0,0,1,2,0,0,2,1,5,1,5,3,10269
101,3,30,0,0,0,0,0,0,0,0,2,0,15,2,7,2,10876
118,1,29,1,0,2,0,0,1,0,0,1,0,74,2,6,2,0
66,1,32,0,0,0,0,0,0,0,3,4,0,46,4,11,3,0
92,1,37,1,0,0,0,0,0,0,6,2,0,24,1,3,3,4384
113,0,60,1,0,0,1,1,2,0,1,0,0,5,0,7,3,25980
128,1,36,0,0,0,0,0,1,0,1,2,0,3,3,5,0,35576
40,0,67,1,0,0,1,1,2,0,1,0,4,7,3,8,3,0
8,3,22,1,24,0,0,0,0,1,5,6,0,6,4,10,6,0
149,3,37,1,0,5,0,0,0,0,2,2,0,6,0,5,2,5702
69,0,86,0,0,0,5,1,1,0,0,0,6,3,1,6,3,0
134,3,28,0,12,0,4,2,0,3,4,5,0,0,4,10,4,0
71,1,29,0,0,14,0,0,1,0,0,6,2,3,4,4,2,21753
104,1,24,0,0,0,0,0,0,1,2,3,3,7,4,10,7,1380940
31,1,37,0,0,9,5,1,2,0,0,2,2,1,0,14,2,21613
83,1,29,0,12,0,4,2,0,3,4,5,0,2,4,10,4,0
66,1,22,0,12,0,4,0,0,1,4,5,0,45,4,10,6,0
104,3,36,0,0,0,1,0,1,0,7,0,2,1,0,6,6,15303
57,1,19,1,0,0,5,0,3,0,1,4,0,6,4,10,1,7332
47,1,27,1,0,0,0,1,1,0,0,0,0,1,1,16,2,13845
136,0,31,0,0,0,3,0,1,0,0,2,0,34,0,7,2,0
5,1,26,1,0,0,3,0,1,0,3,0,0,19,3,23,3,36737
100,0,22,1,0,0,0,0,0,0,3,0,6,73,4,8,1,1952
124,3,33,0,0,0,0,0,0,0,0,0,0,13,0,9,2,40994
101,1,24,0,0,0,0,1,0,0,0,2,0,44,0,10,2,356205
50,0,41,0,0,0,2,0,0,2,0,0,0,20,4,10,5,0
60,3,36,1,0,0,1,0,1,0,1,0,0,4,3,7,3,0
40,1,39,1,0,0,2,1,2,0,1,0,0,2,3,5,2,34981
113,0,24,0,0,0,7,0,1,0,1,0,2,66,0,26,3,2668
51,1,67,1,0,0,2,1,2,0,1,4,0,7,0,7,3,1639
10,3,21,0,25,0,4,0,0,2,5,6,3,35,4,10,6,0
42,1,66,0,0,4,7,1,2,0,1,2,1,6,1,8,3,15694
11,3,28,1,12,0,0,2,0,3,2,0,0,0,4,10,4,10302
76,1,57,0,0,0,0,0,0,0,0,2,0,2,0,5,2,24691
4,1,34,0,0,0,0,0,0,0,0,1,0,2,1,5,2,0
4,1,23,0,0,0,0,0,1,0,6,0,0,32,4,10,8,0
141,0,41,0,0,5,0,0,3,0,7,4,2,0,0,9,7,0
79,1,24,0,0,0,0,0,0,0,3,2,0,4,4,10,0,164175
98,3,25,1,0,0,0,0,0,0,3,0,0,0,1,6,2,9162
140,3,34,0,24,0,0,0,0,1,5,6,0,20,4,10,6,37226
83,0,30,0,0,0,0,6,2,0,0,0,4,0,4,5,0,0
13,1,25,0,0,0,0,0,1,0,0,2,0,0,0,14,2,0
108,1,43,1,12,0,3,1,0,2,0,1,0,2,4,10,4,0
78,1,56,1,0,4,1,1,2,0,1,4,2,1,0,6,3,25714
22,3,25,0,0,0,0,0,0,0,0,3,0,2,4,10,8,6586
136,1,34,0,0,0,0,0,1,0,0,1,0,4,2,9,2,37824
100,3,32,0,0,0,0,6,1,0,5,0,0,0,4,4,7,6852
57,3,36,0,0,0,0,0,0,2,0,6,0,38,4,11,1,10537
21,0,22,0,24,0,0,0,0,1,5,6,0,4,4,10,6,26752
68,1,21,0,0,0,0,0,0,0,1,0,0,43,0,6,1,10345
100,3,39,0,0,0,0,0,1,0,0,1,0,67,0,36,2,0
85,1,27,0,0,0,0,0,0,0,0,1,0,33,4,10,2,0
107,1,25,1,12,0,0,2,0,1,2,6,5,6,4,10,0,13950
129,1,25,0,0,0,0,1,1,0,0,0,0,7,0,14,7,91826
77,1,33,1,0,0,2,1,2,0,1,0,3,2,3,8,3,28576
76,0,61,1,0,0,1,1,2,0,1,2,6,11,0,5,3,0
93,3,55,0,0,0,0,0,0,0,7,1,0,10,4,15,0,35082
62,0,27,1,0,1,0,0,0,0,1,0,0,1,4,10,6,1751
62,0,37,0,25,0,0,0,0,0,0,1,0,1,4,10,6,61238
109,0,40,1,12,0,4,0,0,1,4,5,0,1,4,10,6,0
95,0,26,0,0,0,7,1,2,0,1,4,0,5,1,6,3,55736
142,1,23,1,0,0,0,0,3,0,0,0,0,37,0,8,2,0
91,0,23,1,12,0,4,2,0,3,4,5,0,4,4,10,4,8694
115,1,35,1,0,5,5,5,2,0,0,3,0,4,4,10,2,4442
60,3,31,0,0,0,0,0,0,0,0,1,0,26,0,37,2,0
139,1,55,1,0,0,6,1,2,0,1,4,0,7,1,6,3,16425
92,1,26,0,0,0,0,0,0,2,0,1,3,27,4,10,1,3640
95,1,36,0,0,0,0,0,0,0,3,1,4,0,0,6,3,4383
0,3,34,0,0,0,1,0,1,0,0,1,4,0,0,4,2,187050
137,3,34,0,0,0,1,1,1,0,0,1,0,15,0,6,2,0
6,0,24,0,25,0,0,0,0,1,5,6,0,8,4,10,6,1476
84,0,32,0,0,0,0,0,0,0,0,2,5,23,5,7,2,0
73,0,36,1,0,0,1,0,3,0,1,2,6,9,0,9,3,53948
24,1,39,0,0,1,0,0,0,0,0,0,2,2,4,10,6,1179
108,0,23,0,0,0,0,0,0,1,0,1,3,2,4,10,1,0
92,3,43,0,12,0,4,2,0,3,4,5,0,0,4,10,4,0
121,1,30,1,12,0,4,2,0,3,4,5,0,0,4,10,4,2421
39,0,30,0,0,0,0,0,2,0,0,0,0,34,1,18,2,17777
131,0,28,0,0,0,0,0,0,0,2,0,3,3,4,21,3,37608
105,3,28,0,0,0,0,0,1,0,0,1,0,55,0,39,2,10423
127,3,32,0,0,0,0,0,3,0,0,1,0,0,1,2,2,3845
89,3,49,0,0,0,0,0,0,0,0,1,9,25,4,24,2,11345
121,1,34,0,0,0,6,0,1,0,3,0,0,27,3,14,1,40146
91,1,60,0,0,0,0,0,2,0,0,0,0,2,3,6,2,9415
84,1,22,0,0,0,0,0,1,0,0,1,0,0,0,8,2,0
91,1,27,1,12,0,4,2,0,2,4,5,0,3,4,10,4,0
81,1,28,1,12,0,4,2,0,3,4,5,0,3,4,10,4,0
57,1,32,1,0,0,1,0,3,0,1,0,0,3,1,7,3,0
34,1,30,0,0,0,0,1,2,0,3,0,0,0,1,5,3,3024
45,0,19,0,0,0,1,0,2,0,1,0,4,10,1,10,3,0
5,1,36,0,0,0,0,0,0,0,3,3,0,22,4,10,7,0
113,1,28,1,0,0,2,1,2,0,1,4,0,2,3,8,3,204768
110,1,29,1,0,0,3,0,1,0,1,0,4,37,1,5,1,53225
0,0,40,1,0,0,2,1,0,0,1,3,1,4,1,7,3,32648
7,1,31,1,0,1,3,0,3,0,3,2,0,0,4,10,1,0
118,1,25,1,0,0,0,1,1,0,0,1,0,5,2,29,2,160834
29,1,22,0,0,0,0,0,1,0,0,0,0,36,3,12,2,0
48,1,26,0,0,0,0,0,0,0,0,6,0,1,4,10,8,0
111,0,30,0,0,0,0,0,0,0,0,2,2,0,0,39,3,3604
23,0,21,1,25,0,0,0,0,1,2,6,9,24,4,10,4,0
126,3,26,1,0,0,0,0,2,0,0,0,0,24,2,6,2,92028
83,1,31,0,0,0,0,1,1,0,0,2,1,3,0,5,2,2374
111,1,22,0,0,0,0,0,1,0,3,1,4,58,0,31,2,0
22,1,38,1,0,0,0,0,0,0,0,0,0,0,1,5,2,53052
62,3,37,0,0,9,0,0,1,0,0,0,6,5,0,10,2,33779
124,1,35,0,0,0,2,1,2,0,1,4,0,49,2,8,3,5530
95,1,25,0,0,0,2,0,2,0,0,2,0,9,0,6,3,0
67,3,25,0,0,0,0,0,0,0,0,1,0,0,0,42,2,0
53,0,56,1,0,0,0,6,2,0,1,3,1,40,3,10,3,0
107,1,22,0,0,0,4,0,0,0,2,3,0,4,0,10,2,176
19,1,28,1,0,0,0,0,0,0,0,3,0,0,3,8,2,0
90,1,34,1,0,0,3,0,1,0,0,2,6,1,0,7,2,0
88,1,23,0,12,0,4,2,0,3,4,5,0,10,4,10,4,32645
56,1,34,0,0,0,0,0,3,0,0,0,0,41,1,2,2,7998
82,1,32,0,0,0,0,0,0,0,0,1,0,24,5,8,2,0
75,0,68,0,0,0,1,1,3,0,0,2,0,33,3,7,2,0
62,3,47,0,0,0,0,0,2,0,0,1,0,21,4,42,2,141144
17,1,29,0,0,2,1,1,2,0,1,1,0,2,0,19,2,20440
12,1,28,1,0,0,0,1,0,0,3,1,0,0,3,5,2,0
114,0,36,1,0,0,0,0,2,0,0,2,5,9,0,11,2,0
62,1,25,1,12,0,4,2,0,3,2,5,1,4,4,10,4,8219
99,3,31,0,0,0,0,0,0,0,0,1,0,10,0,20,2,4462
36,1,35,0,0,9,0,1,1,0,0,4,0,0,0,6,3,0
119,0,25,0,0,0,0,2,0,0,4,5,0,5,4,11,2,0
0,1,58,0,0,0,0,0,0,0,0,1,0,0,1,4,7,0
71,0,24,1,0,0,2,2,0,2,4,6,0,2,4,10,6,8316
63,1,34,0,12,0,0,0,0,1,0,5,0,0,4,10,6,38819
100,1,30,0,0,0,0,1,2,0,1,1,0,2,0,18,1,3879
109,3,27,0,0,0,0,6,0,0,0,2,0,15,4,10,1,6539
0,1,37,0,0,0,0,0,0,0,0,1,7,0,0,18,2,0
94,0,24,0,25,0,0,0,0,1,0,1,0,7,4,10,2,0
133,3,35,0,0,0,0,0,1,0,0,1,6,26,0,0,2,4611
114,3,46,1,0,0,5,0,0,0,0,6,0,24,4,10,2,35752
117,1,27,1,12,0,4,2,0,3,4,5,0,0,4,10,4,0
108,0,36,0,0,0,0,0,0,0,5,6,3,1,4,10,6,0
91,0,76,0,0,0,1,0,0,0,3,2,2,1,0,45,2,5489
110,1,31,0,0,2,5,0,0,0,3,1,0,8,1,8,1,230658
51,1,69,0,0,0,5,0,1,0,0,2,2,33,1,7,2,0
83,1,23,1,0,0,0,1,3,0,1,0,1,5,0,8,3,0
106,1,34,0,0,0,0,0,1,0,0,0,0,2,2,18,2,14393
0,1,27,0,0,0,2,0,1,0,0,1,0,2,1,4,2,32837
149,1,23,1,0,0,0,1,2,0,2,2,6,51,1,7,1,11629
48,1,42,1,0,0,0,0,3,0,2,2,6,26,0,8,3,0
98,0,29,1,0,4,2,1,2,0,1,3,0,10,0,47,3,4402
87,0,22,1,0,0,0,0,0,1,1,4,1,4,4,10,7,10828
132,3,35,0,0,0,5,0,0,0,0,0,0,2,4,10,2,24918
149,1,34,0,0,0,0,0,1,0,0,1,0,53,0,35,2,1713
15,0,41,1,0,0,1,0,0,0,3,2,4,12,1,5,2,5668
112,3,36,1,0,0,7,0,0,0,0,0,0,30,4,9,2,0
76,0,31,1,12,0,4,2,0,3,4,5,0,6,4,10,4,1113
136,1,40,0,0,0,0,0,1,0,0,1,0,13,0,6,2,57844
72,0,31,0,0,0,1,1,2,0,1,0,0,3,1,2,3,735
111,1,39,0,0,0,0,0,1,0,0,1,0,36,0,19,2,22024
92,1,23,0,0,0,0,0,0,0,0,3,0,3,3,23,2,0
40,1,28,0,0,0,5,0,0,0,0,1,6,25,4,10,0,2441
21,0,35,0,0,5,5,5,2,0,1,1,0,3,1,7,2,8224
52,3,40,0,12,0,4,2,0,3,4,3,0,15,4,10,4,5841
67,1,20,0,0,5,1,1,2,0,0,10,0,10,4,5,3,3269
75,0,30,1,0,0,0,0,2,0,0,0,4,0,0,1,3,2798
32,1,51,1,12,0,4,2,0,2,2,6,0,0,4,10,6,0
19,0,27,0,25,0,0,2,0,1,5,6,0,5,4,10,6,6538
137,3,34,1,0,0,0,0,1,0,0,1,4,26,6,0,2,0
103,3,26,0,0,0,0,0,2,0,1,2,0,3,0,23,3,0
59,1,52,1,0,0,1,1,2,0,1,0,6,49,1,8,3,0
45,1,28,0,0,0,0,0,1,0,0,3,0,1,2,36,1,883
107,1,25,0,12,0,4,2,0,2,4,5,0,4,4,10,4,0
18,0,25,0,0,0,0,0,0,0,3,0,9,26,2,10,6,36131
56,1,57,0,0,0,2,0,2,0,1,4,0,3,3,6,3,85100
24,0,33,1,0,0,3,1,1,0,3,0,0,61,1,2,3,5042
72,3,24,0,0,4,5,0,0,2,0,3,0,4,4,26,2,0
122,1,28,0,0,0,0,0,1,0,0,4,0,30,0,30,2,8846
52,0,63,1,0,4,0,1,0,0,0,1,7,64,0,30,2,816
0,1,31,1,25,0,0,0,0,1,0,1,0,29,4,10,4,37950
63,1,41,1,0,0,0,0,1,0,0,3,0,40,0,10,3,983
47,0,32,0,0,0,7,0,0,0,3,0,5,0,4,14,2,38739
33,1,70,0,0,1,1,1,1,0,1,2,6,10,0,8,3,258654
