id,age,action,action_detail,secs_elapsed,gender,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,action_type,device_type,country_destination
38.14693157908743,30.0,24.866224799052915,10.0,820.968100944928,0,0,0,0,1,1,2,0,0,0,4,2,0
71.10358443632985,62.95214899332954,5.0,5.0,1389.4014522130462,0,0,0,0,2,4,1,0,1,0,1,3,1
64.53290966263788,28.0,1.0,1.0,185.3409964033767,0,0,0,0,1,1,2,0,0,0,1,2,0
82.33838755493942,26.0,39.94673110932931,10.0,79.00167614324025,0,1,12,0,4,2,0,1,2,5,4,6,0
64.03081853772704,28.0,7.0,6.602401314304151,17378.747945278457,0,0,0,0,1,1,2,0,0,0,0,2,0
136.1432391505818,34.0,3.0,3.0,864413.7903048992,0,1,0,0,0,0,1,0,1,0,3,3,0
103.49148232311516,43.75666951728363,31.016820795752285,10.0,19973.20640842602,1,0,12,0,4,2,0,3,4,5,4,4,1
87.14727838071148,38.0,1.0,1.0,5376.662414847997,1,0,0,0,0,0,0,0,1,2,1,3,0
84.0,40.053536976665,0.0,0.0,56911.201711974005,3,0,0,0,0,0,0,0,1,2,0,3,0
127.77521853006553,32.0,20.468275023647436,15.155346573744518,1410.1158880356356,1,0,0,0,0,0,0,0,0,1,0,2,0
36.107372309154805,47.0,44.0,22.0,17321.670553822703,0,0,0,0,0,0,0,0,0,2,0,2,0
146.07427497070387,25.0,79.38662399235679,10.0,14638.51999952193,0,0,0,0,0,0,0,0,0,1,4,2,0
121.0,42.0,44.0,22.0,12417.314382748482,1,1,0,0,0,0,1,0,0,1,0,2,2
76.06127336864249,34.0,19.0,10.0,25528.78584966263,3,0,0,0,0,0,0,0,0,1,4,2,0
12.700002292126042,37.0,55.0,10.0,17786.29444944086,1,0,0,0,0,0,1,0,0,0,4,2,0
23.607524434496494,53.299190534323564,28.0,19.0,13882.980546311224,3,0,0,0,1,1,0,0,0,1,0,2,0
65.73580376099012,58.78474745899259,4.959302019184523,5.0,218.33942832919428,0,1,0,0,1,1,2,0,1,4,1,3,0
101.99848700248431,61.45262771365001,39.0,6.0,5731.168000415975,1,0,0,0,0,0,0,0,0,1,3,2,0
20.15769538582219,26.0,3.0,3.0,1093.1290232834451,1,1,0,0,0,0,0,0,0,0,1,2,0
102.82614554329325,44.38005026217414,7.0,10.0,715.7495831067832,1,0,12,0,4,2,0,3,4,5,4,4,1
46.62590694767299,72.94706919234638,0.0,0.0,18709.70474557431,1,0,0,0,0,0,1,0,1,2,0,3,1
35.43399020096923,47.0,63.8427521111734,10.0,51977.15474732098,0,0,0,0,0,0,0,0,0,2,4,2,0
133.4876521918556,34.0,62.0,10.0,35827.80397393167,3,0,0,0,0,0,1,0,0,1,4,2,0
134.0734968556005,34.0,61.302123467254056,10.0,277.67169075528096,3,0,0,0,0,0,1,0,0,1,4,2,0
26.14965401609886,29.0,5.0,5.0,2168.5271343598542,0,0,0,0,1,1,1,0,3,3,1,1,6
89.87454580118398,28.0,5.0,5.0,51.00730208421093,1,1,0,0,1,1,2,0,0,0,1,2,1
96.0,36.0,39.0,6.815881368731812,23771.96971477454,0,0,0,0,0,0,0,0,0,2,3,2,0
24.77035936216852,29.0,6.0,10.0,3720.9967792473444,0,0,0,0,1,1,1,0,3,3,4,1,6
103.7563006784781,23.019520797261364,7.0,7.0,15246.716523804693,0,0,0,0,0,0,0,0,0,0,0,2,7
135.0,33.0,47.76785629030556,24.577567173644578,10715.970352823568,1,0,0,0,0,0,0,0,0,0,0,2,0
110.01528365087972,32.0,8.0,8.0,1468.5671099396795,0,1,0,5,0,0,0,0,1,0,3,3,0
4.0,35.0,2.316264455750767,2.0,793.9668869715784,0,0,0,0,1,1,2,0,1,0,2,3,0
29.79069479654401,26.0,3.0,3.0,96025.4608260777,3,0,0,0,1,1,2,0,3,3,3,1,0
102.0708239249112,61.605775433858454,19.0,17.481893222716455,1764.9565562698508,1,0,0,0,0,0,0,0,0,1,0,2,0
64.04005489454859,28.0,5.0,5.0,678.3030633233255,0,0,0,0,1,1,2,0,0,0,1,2,0
116.35308268257671,32.0,75.90473475558218,37.59458106854018,8190.878554629306,1,0,25,0,0,0,0,1,2,3,2,0,0
83.30287037023805,31.0,22.840613161794668,10.0,1332.3325835136015,1,0,0,0,2,1,2,0,0,1,4,2,0
15.0,31.0,5.0,5.0,16.970168701385933,0,0,0,0,2,1,2,0,1,0,1,3,0
38.901877847637955,30.0,24.0,10.0,21134.501908622024,0,0,0,0,1,1,2,0,0,0,4,2,0
15.913724049051405,27.0,7.0,10.0,206.5415827237886,3,0,25,0,0,0,0,1,5,6,4,4,0
22.585628489014763,33.0,5.0,5.0,1474.9929196759406,1,1,0,0,0,0,0,0,0,0,1,2,0
102.91960130097314,42.912377967094,29.42724245696073,10.0,501.58696172846163,1,0,12,0,4,2,0,3,4,5,4,4,1
16.110320028945303,27.0,28.08637220285983,10.0,91.18542304044487,3,0,25,0,0,0,0,1,5,6,4,4,0
143.15956408317902,30.0,5.0,5.0,17.47861426349529,1,1,12,0,4,2,0,1,0,0,1,2,0
86.23548596286427,31.0,24.0,16.208648235467624,4133.521385866481,1,0,0,0,0,0,1,0,0,2,0,2,0
97.23940062377199,28.0,4.0,4.0,717.7060374128769,0,1,0,0,0,0,0,0,3,3,1,1,0
36.09419789327259,47.0,44.0,22.0,8481.458164089518,0,0,0,0,0,0,0,0,0,2,0,2,0
0.9729162236379226,19.0,4.0,4.0,514.6112993954728,3,0,0,0,1,1,0,0,0,1,1,2,1
130.89193932289163,24.0,8.0,8.0,2525.886011575983,0,0,0,0,0,0,1,0,0,0,3,2,0
84.0,40.441005829848514,8.0,8.0,1547.1750971750766,3,0,0,0,0,0,0,0,1,2,3,3,0
67.68562440665401,31.0,28.0,19.0,1245.6117760721436,1,0,0,0,0,0,0,0,1,0,0,3,0
75.71979533491198,30.0,7.0,7.0,45520.37883650144,1,0,0,0,1,1,2,0,0,1,0,2,0
83.06682279828907,31.0,22.53327702855621,10.0,2568.8527627198364,1,0,0,0,2,1,2,0,0,1,4,2,0
108.12339766082133,31.0,39.0,6.0,39801.409639363585,3,0,0,0,1,1,2,0,0,0,3,2,1
93.57019733904173,27.0,24.0,10.0,676.3036935785705,3,0,0,0,0,0,0,0,0,2,4,2,0
80.37301743029545,34.0,20.20247012067629,14.923533884478273,1144.0500536171683,3,0,0,0,0,0,0,0,0,1,0,2,0
80.35911821218323,71.18833188544167,5.868980708039695,6.0,23969.11243173623,1,0,0,0,2,1,2,0,1,0,0,3,0
47.53808269302581,72.88415770910804,87.69555182214917,10.0,63.728462439630434,1,0,0,0,0,0,1,0,1,2,4,6,1
13.504595302888223,29.0,12.183285611130524,10.0,436.7437709694693,0,0,0,0,0,0,0,0,1,0,4,3,1
65.86002990209538,59.163844721742,15.218766482309807,10.0,6872.575040806946,0,1,0,0,1,1,2,0,1,4,4,8,0
5.081983868861359,59.714346823215195,28.0,10.0,34311.5943631742,1,0,0,0,6,1,2,0,3,3,4,1,0
11.247367187602682,54.068379682746524,5.0,5.0,6284.291223423179,0,0,0,0,2,1,2,0,1,0,1,3,0
68.85458641480012,39.16034883377285,63.86076431027742,32.787938086568694,4075.308244474594,1,0,0,0,3,1,1,0,1,0,1,3,0
76.3218864266888,34.0,3.0,3.0,44229.04511694483,3,0,0,0,0,0,0,0,0,1,3,2,0
31.847027237764692,31.0,7.0,7.0,93199.55491679115,3,0,0,0,0,0,1,0,1,0,0,3,2
63.227612267902416,28.0,18.39983567883941,10.0,5867.114696235733,0,0,0,0,1,1,2,0,0,0,4,2,0
7.795925959329616,34.0,8.0,2.0,132510.40439537418,1,0,0,0,0,0,0,0,1,4,3,3,1
113.89228506313027,30.0,28.875360047152885,10.0,4140.620122759126,1,0,0,0,1,1,2,0,0,1,4,2,1
62.56108259361935,29.0,13.203367251171905,10.665537425606976,16294.050678412666,3,0,0,0,0,0,0,0,0,2,0,2,0
109.0,25.0,23.865277334653,10.0,33437.64262871012,1,1,0,0,1,1,2,0,1,0,4,3,0
34.0,42.0,63.158134363611694,33.818467676981236,36456.91758189375,3,0,0,4,2,1,2,0,1,2,1,3,0
92.22818431771982,36.0,8.0,8.0,3754.365680417412,0,0,0,0,0,0,0,0,0,2,3,2,0
135.0,31.0,6.069534767682949,6.0,5530.904488287788,1,0,0,0,0,0,0,0,0,0,0,2,0
22.87645415515499,33.0,7.0,7.0,31184.48671227848,1,1,0,0,0,0,0,0,0,0,0,2,0
110.01288337678926,32.0,9.154460251367944,8.597406458179105,251.33933402728013,0,1,0,5,0,0,0,0,1,0,3,3,0
34.0,42.0,1.0,1.0,1279.7846798929177,3,0,0,4,2,1,2,0,1,2,1,3,0
92.81644353103421,38.0,1.0,1.0,956.2048494244568,3,0,0,0,1,1,2,0,0,1,1,2,4
117.87988922697369,26.0,8.0,8.0,1149.0905575779161,0,0,0,0,2,1,2,0,1,0,3,3,0
73.49572363541178,50.11522792209758,5.0,5.0,3995.4183515871046,1,0,0,9,0,0,1,0,0,1,1,2,0
102.06785102124775,62.142335231822486,18.0,15.0,340625.87073190155,1,0,0,0,0,0,0,0,0,1,2,2,0
52.84831975696703,31.0,35.0,10.0,103076.85475496849,0,0,0,0,0,0,1,0,1,0,4,3,6
51.4735021586609,22.35532719795296,26.53113821409316,17.34506917727648,1188446.7618098056,0,0,0,0,3,5,0,0,0,0,0,2,0
7.133910900331745,25.0,7.0,10.0,57.123576271075336,1,1,12,0,4,2,0,3,4,5,4,4,1
33.839363296197966,42.0,1.0,1.0,6771.62711296558,3,0,0,4,2,1,2,0,1,2,1,3,0
102.59609817189506,62.133679832889314,28.618144165141874,19.40394100238651,57166.03350643615,1,0,0,0,0,0,0,0,0,1,0,2,0
119.10626421156137,31.0,56.2800715249756,30.073674060304874,17775.23875231135,3,0,0,0,0,0,1,0,0,1,0,2,0
14.047803999233084,34.0,7.0,10.0,8.006746795968414,0,0,24,0,0,0,0,2,5,6,4,6,3
116.10329955314356,30.0,62.56235903764639,10.0,25705.215891000928,0,0,0,0,0,0,0,0,1,4,4,3,0
53.0,30.0,5.0,5.0,185.43676895258713,0,1,0,0,0,0,0,0,1,2,1,3,0
109.0,25.0,61.66084863844132,10.0,15381.943147691385,1,1,0,0,1,1,2,0,1,0,4,3,0
67.35765766174126,26.0,12.040118468784444,10.0,48.69482588146016,1,0,0,0,0,0,0,0,1,0,4,3,1
34.0,42.0,17.78409747328618,15.0,142315.0340313236,3,0,0,4,2,1,2,0,1,2,2,3,0
100.3197997479553,24.0,16.01198657242578,13.380579455587037,5278.78746966232,0,0,0,0,0,0,0,0,0,0,0,2,0
75.72228531707457,30.0,5.0,5.0,54.15054661980491,1,0,0,0,1,1,2,0,0,1,1,2,0
3.3455528464206274,25.0,17.703309880980207,13.984888572958742,1841.498972126477,1,0,0,0,1,1,1,0,0,1,0,2,0
133.8782034975616,34.0,16.21722170009728,13.100731940074416,2432.438920621848,3,0,0,0,0,0,1,0,0,1,0,2,0
94.2363042771672,27.0,5.0,5.0,1787.5054553437917,3,0,0,0,0,0,0,0,0,2,1,2,0
105.97552810669079,36.0,28.0,19.0,866.2669225687868,3,0,0,0,0,0,0,0,0,1,0,2,0
113.14260282721943,24.0,22.733477001892325,10.0,70537.26551502652,0,0,0,2,1,1,2,0,1,2,4,3,1
2.2688938163357073,32.0,0.0,0.0,1123.4213168806848,0,1,0,0,0,0,0,0,3,3,0,0,0
49.511588692505555,65.93751898581887,55.20074853251467,10.0,350.4182958975069,0,0,0,0,1,1,0,0,1,4,4,3,2
71.39030036210228,51.038223963926846,6.0,6.0,5306.82176784343,3,0,0,0,0,0,1,0,0,1,0,2,0
114.85944549786969,32.0,14.0,11.81676423222856,19049.8207970886,0,0,0,0,0,0,0,0,1,0,2,3,0
54.13490092624108,30.0,5.0,5.0,3347.233373082646,0,1,0,0,0,0,0,0,1,2,1,3,0
25.980735633603118,29.0,5.0,5.0,2686.3211497618977,0,0,0,0,1,1,1,0,3,3,1,1,6
6.9751837624835265,25.0,30.198808933961136,10.0,852.1497923895488,1,1,12,0,4,2,0,3,4,5,4,4,1
96.0,37.0,39.0,6.0,8857.83788384216,3,0,0,0,5,1,3,0,2,3,3,2,4
0.0,32.0,1.839795687204938,2.0,322.1295359486849,0,1,0,0,3,1,1,0,3,3,2,1,0
102.98313661167356,42.94180768722825,33.86094102361214,10.0,7160.834863127626,1,0,12,0,4,2,0,3,4,5,4,4,1
69.14562089660632,38.90280465566037,56.50370824290366,10.0,8343.263092281652,1,0,0,0,3,1,1,0,1,0,4,3,0
139.0,30.0,76.96313065237526,10.0,28117.148903327878,1,0,0,0,0,0,1,0,1,4,4,3,0
11.15013403178615,53.750091559293864,4.512363689801906,4.697680562773597,997.3288916338117,0,0,0,0,2,1,2,0,1,0,1,3,0
131.30924191159707,24.0,5.0,5.0,1491.9928537857127,0,0,0,0,0,0,1,0,0,0,1,2,0
86.26409803475157,31.0,35.0,41.08551470291278,27852.85231139151,1,0,0,0,0,0,1,0,0,2,2,2,0
50.957464666608445,21.944670674049423,18.0,15.0,211193.21509867962,0,0,0,0,3,5,0,0,0,0,2,2,0
90.1038462929863,32.0,75.09534109201995,38.31709715515249,29041.43657008822,1,0,0,0,1,1,2,0,0,1,2,2,0
108.39920362218764,31.0,39.0,6.0,782.4553332480565,3,0,0,0,1,1,2,0,0,0,3,2,1
1.216880601634056,19.0,6.0,6.0,2223.747803909016,3,0,0,0,1,1,0,0,0,1,0,2,1
139.0,30.0,5.0,5.0,99.03532678279413,1,0,0,0,0,0,1,0,1,4,1,3,0
129.8665272086624,93.0,5.0,5.0,667.086742529136,0,1,0,0,0,0,0,0,0,1,1,2,0
109.0,25.0,57.38016507038834,10.0,14112.767432628125,1,1,0,0,1,1,2,0,1,0,4,3,0
111.59387594867522,28.0,4.0,4.0,856.4425867309837,1,1,0,0,0,0,0,0,0,0,1,2,1
135.0,33.0,44.0,22.0,7336.283161573154,1,0,0,0,0,0,0,0,0,0,0,2,0
10.974349969255012,53.47666476916341,5.0,5.0,15.282256922576485,0,0,0,0,2,1,2,0,1,0,1,3,0
7.201011372502737,25.0,7.0,10.0,355.7780984196853,1,1,12,0,4,2,0,3,4,5,4,4,1
115.85895721938091,32.0,6.0,10.0,17507.187576049277,1,0,25,0,0,0,0,1,2,3,4,0,0
129.81205881699927,93.0,5.0,5.0,1068.5837776252374,0,1,0,0,0,0,0,0,0,1,1,2,0
66.35200166220332,59.078943887242545,3.90981618672688,3.8539166178471773,195.3046712105917,0,1,0,0,1,1,2,0,1,4,1,3,0
73.38504857052996,41.0,16.334925211228466,10.0,4147.968094266071,1,1,0,0,0,0,0,0,1,4,4,3,1
63.142458797489496,29.0,14.0,10.601947930753033,21920.61422499626,3,0,0,0,0,0,0,0,0,2,0,2,0
15.0,31.0,22.428857327111377,10.0,624.1378238307256,0,0,0,0,2,1,2,0,1,0,4,3,0
81.69831429739682,28.0,18.0,14.92592995101417,133259.69860083447,1,1,0,0,0,0,3,0,0,0,2,2,0
26.156274019438435,29.0,5.0,5.0,972.8080433087783,0,0,0,0,1,1,1,0,3,3,1,1,6
127.54206705672601,31.0,5.0,5.0,1052.0978864783583,1,1,0,0,0,0,0,0,0,0,1,2,0
86.01966214059986,31.0,26.621972373559053,18.0,6399.208330175887,1,0,0,0,0,0,1,0,0,2,0,2,0
76.08519019722098,30.0,7.0,7.0,38996.42408156715,1,0,0,0,1,1,2,0,0,1,0,2,0
86.27654401573865,31.0,6.0,18.0,8992.921823431356,1,0,0,0,0,0,1,0,0,2,0,2,0
9.46937766000699,47.0,44.0,10.0,46.42261631834727,1,0,24,0,0,0,1,2,0,0,4,6,5
7.906336763604651,34.84157549230617,39.85761369676162,10.0,490.68162550502933,1,1,12,0,4,2,0,1,2,3,4,6,1
142.981221793572,30.0,5.0,5.0,17.701670377462662,1,1,12,0,4,2,0,1,0,0,1,2,0
111.14760445537638,28.0,5.0,5.0,815.86646817561,1,1,0,0,0,0,0,0,0,0,1,2,1
109.0,25.0,7.0,24.85438053581267,692.2818765331231,1,1,0,0,1,1,2,0,1,0,0,3,0
58.544346681243574,30.0,5.0,5.0,185.1738485242738,0,1,0,0,0,0,0,0,1,2,1,3,0
126.01688346593522,35.0,5.0,5.0,1515.28309733343,1,0,0,0,0,0,0,0,0,2,1,2,0
68.14904978973783,27.0,1.0,1.0,363.3380523544361,0,0,0,0,3,1,1,0,1,0,1,3,0
106.51718620566061,36.0,72.6910039531377,36.06014690746443,23467.72594234778,3,0,0,0,0,0,0,0,0,1,2,2,0
84.0,41.0,6.0,6.0,19653.762509144064,3,0,0,0,0,0,0,0,1,2,0,3,0
42.59249532627247,68.59347660464412,39.0,6.0,39916.935027792984,1,0,0,0,0,0,1,0,3,3,3,1,0
75.51102756375292,30.0,39.0,6.0,2616.608332804679,1,0,0,0,1,1,2,0,0,1,3,2,0
25.272920281504867,33.0,0.0,0.0,374.66357564903484,1,1,0,0,0,0,0,0,0,0,0,2,0
67.04283977694665,31.0,76.19575895440234,40.10515670341666,25429.192141209303,1,0,0,0,0,0,0,0,1,0,7,3,0
31.29152191475898,38.0,3.0,3.0,76303.59665387368,1,0,25,0,0,0,1,1,0,1,3,2,0
121.4248293221423,26.0,23.12889862381138,10.0,1555.8376141717129,1,1,0,0,0,0,3,0,0,1,4,2,0
10.569497865105637,53.64434133181086,7.0,7.0,17179.742806784136,0,0,0,0,2,1,2,0,1,0,0,3,0
55.04190131101131,30.0,6.0,15.0,5560.686339445746,0,1,0,0,0,0,0,0,1,2,0,3,0
50.65077737116058,21.92085649209954,7.0,7.0,1399270.1080102017,0,0,0,0,3,5,0,0,0,0,0,2,0
139.0,30.0,84.79818183366675,10.0,22740.339139407275,1,0,0,0,0,0,1,0,1,4,4,3,0
34.52383723158773,58.01712568482019,8.0,8.0,649.4653599179134,0,0,0,0,2,1,2,0,1,0,3,3,1
41.2858557911602,28.0,39.69283357924198,10.0,180.54907845916716,1,1,12,0,4,2,0,1,2,3,4,6,0
63.64843186749593,28.0,5.0,5.0,780.3299505322631,0,0,0,0,1,1,2,0,0,0,1,2,0
109.94254607398116,32.0,8.119362509782206,8.0,540.648579696058,0,1,0,5,0,0,0,0,1,0,3,3,0
116.02913662842214,30.0,5.0,5.0,445.0355096801129,1,0,0,0,1,1,2,0,0,1,1,2,1
78.90283469299578,70.65924413787354,3.168230101136918,3.0,189.5768576437601,1,0,0,0,2,1,2,0,1,0,1,3,0
141.99821313504972,47.0,6.0,10.0,1484.344159003672,0,0,0,0,0,0,1,0,0,1,4,2,0
64.74718551393438,28.0,35.0,10.0,4609.915900062543,0,0,0,0,1,1,2,0,0,0,4,2,0
96.0,37.0,39.0,6.0,8436.549338339633,3,0,0,0,5,1,3,0,2,3,3,2,4
121.0,42.0,0.0,0.0,424.3197850518883,1,1,0,0,0,0,1,0,0,1,0,2,2
133.6668007308696,34.0,5.0,5.0,974.4831173872344,3,0,0,0,0,0,1,0,0,1,1,2,0
32.946059908810234,31.0,4.0,4.0,154.68233737298823,3,0,0,0,0,0,1,0,1,0,1,3,2
85.81975736433766,31.0,39.0,19.891676599153058,15041.655465769925,1,0,0,0,0,0,1,0,0,2,0,2,0
88.12610126047684,36.0,7.0,7.0,5487.759277020912,3,0,0,0,0,0,0,0,0,2,0,1,1
96.0,37.0,6.810689595437891,6.0,69690.96402235351,3,0,0,0,5,1,3,0,2,3,0,2,4
7.785763461813881,34.0,7.0,7.0,32619.063981432962,1,0,0,0,0,0,0,0,1,4,0,3,1
16.20951525946013,27.0,7.0,10.0,11784.78168889447,3,0,25,0,0,0,0,1,5,6,4,4,0
0.913577326802569,19.0,5.0,5.0,1033.9133950267371,3,0,0,0,1,1,0,0,0,1,1,2,1
122.45128917487575,26.0,22.921676027901675,10.0,6362.402008166595,1,1,0,0,0,0,3,0,0,1,4,2,0
38.27524586271779,24.0,86.57081414484686,42.677577104705264,2855.0522275286553,0,0,0,0,1,1,2,0,0,1,0,2,0
109.0,25.0,50.22715523744778,10.0,1682.084821530562,1,1,0,0,1,1,2,0,1,0,4,3,0
