id,age,action,action_detail,secs_elapsed,gender,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,action_type,device_type,Target
34.0,42.0,1.0,1.0,1253.0,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0
56.14426,42.0,24.170506,6.8713927,1346.9625,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0
80.09801,25.017588,32.60533,10.0,1281.6017,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0
77.7348,25.09068,33.3418,10.000001,1294.5762,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0
87.19306,24.798151,29.508041,8.111301,1256.8899,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0
113.0,24.0,6.0,10.0,1251.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0
88.310425,24.763596,28.84732,10.0,1289.0608,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,4.0,3.0,1.0
88.60968,44.982193,18.725418,11.389687,3188.0225,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0
84.55174,43.451683,22.455942,10.000001,3055.562,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0
83.69202,41.588127,14.745407,9.647643,3250.1685,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0
114.0,30.0,29.0,10.0,2998.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0
93.69359,39.780106,23.797125,10.207102,3055.6636,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0
42.33541,41.1302,15.213595,11.069214,128696.83,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,3.0,0.0
42.348404,41.374763,14.706848,12.694794,129464.68,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0
75.84398,40.65298,15.01141,11.325781,131049.69,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,4.0,2.0,3.0,0.0
4.0,35.0,8.0,8.0,128174.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0
39.493195,40.080547,14.805659,12.468842,129379.05,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,0.0
84.88251,33.873207,4.2699823,4.2699823,912.83673,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,2.0,3.0,1.0,2.0,4.0
80.33659,46.213776,2.6687672,2.6687672,936.71014,3.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,4.0
77.06349,41.206093,2.5911992,2.5911992,961.8651,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,4.0
96.0,37.0,7.0,7.0,894.0,3.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,2.0,3.0,0.0,2.0,4.0
75.52005,47.606453,2.7856913,2.7856913,940.4468,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,2.0,4.0
140.44125,48.62467,36.059734,15.640887,16696.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
124.80834,27.764133,53.25347,15.927679,16644.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
116.38857,46.8467,48.269085,17.015163,16795.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
146.0,25.0,52.0,28.0,16426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
119.705,31.842463,52.29536,15.843012,16618.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0
73.52895,33.099846,32.612423,12.186647,12423.43,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
94.28017,32.219223,35.231705,9.012054,12602.268,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0
72.801735,32.67534,32.348465,14.401117,12439.323,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
110.0,32.0,7.0,7.0,12518.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
85.90677,34.057762,32.166267,9.492145,12593.293,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0
50.070827,34.198498,20.687912,13.098652,537010.25,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0
47.27462,37.323658,20.049616,12.497551,543601.1,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
22.855797,38.460308,11.766351,10.243595,536154.75,3.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,0.0
121.0,42.0,44.0,22.0,558244.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0
49.781784,40.574745,20.594856,12.980765,514050.47,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0
40.26429,32.926025,23.246557,14.585695,30911.344,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
64.070625,30.876148,16.470978,12.923296,30593.447,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
57.292114,34.091377,28.630383,18.202324,30954.951,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
100.0,24.0,7.0,7.0,30925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
68.18414,30.565561,18.47355,13.618247,30688.734,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0
121.36182,32.713566,38.57287,20.982414,10032.322,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0
120.094955,32.908474,36.647434,15.995314,9969.843,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0
125.16535,32.128403,38.668404,17.76254,10349.632,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0
139.0,30.0,44.0,22.0,9588.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0
125.76435,32.036255,38.08209,15.331108,10013.865,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,3.0,0.0
69.27474,36.53401,21.478817,15.299261,7.8345656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0
66.86933,36.56519,14.646791,11.374762,10.075641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0
67.472725,35.341774,18.819817,14.182751,8.0350895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0
84.0,40.0,5.0,5.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0
67.27496,35.58868,13.458616,10.701851,10.329781,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0
95.3141,34.017586,11.76298,14.194932,7002.3965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
89.392365,33.47643,35.965183,18.766144,7110.787,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
72.85238,32.82861,39.773327,31.3687,7166.1504,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
135.0,33.0,0.0,0.0,6911.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
101.528984,33.025433,43.57583,23.26971,7126.045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
71.359276,40.008224,16.323938,14.20304,725235.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0
66.25508,36.56519,10.669834,13.530943,532359.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0
68.53788,37.83356,14.162594,9.875942,738133.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,1.0
84.0,40.0,6.0,18.0,492533.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
66.84746,36.106434,10.355419,12.76231,541436.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0
63.23823,37.23226,40.3911,14.752365,27863.027,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
71.61219,41.16845,20.830399,12.858339,27907.52,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
99.8591,33.33294,24.945114,9.027405,27999.873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
13.0,37.0,45.0,23.0,27677.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
77.18065,38.78312,22.488297,12.145449,27946.805,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
103.96017,31.693708,28.721514,8.262892,44114.312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
87.383446,34.789093,52.139202,18.906647,44774.266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
83.192665,42.98523,39.204212,14.98785,44663.777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0
128.0,32.0,19.0,10.0,43803.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
83.52655,36.47066,50.25763,20.444477,44604.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
100.052765,30.713566,27.61577,15.065529,5195.893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0
99.35066,30.601349,48.21612,18.793903,5206.3535,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
98.74959,29.913448,43.520943,13.595459,5328.319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0
97.0,28.0,8.0,8.0,4927.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0
98.18355,29.667175,44.11251,15.502622,5233.6025,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
82.08626,32.59386,7.3638735,7.016452,2133.385,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0
80.7586,32.88437,5.6586313,5.6586313,2233.1377,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0
75.71593,30.128407,6.245892,5.9967136,2184.8599,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0
136.0,34.0,7.0,7.0,2107.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
89.297325,31.983925,5.908101,5.8563256,2232.469,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0
46.216087,43.211044,51.653496,8.610313,61362.152,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0
71.52738,45.009502,56.27417,10.000001,63171.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0
65.73534,41.222702,51.408302,9.003285,62893.082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0
53.0,31.0,35.0,10.0,57020.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0
78.912186,41.270386,52.56633,9.792898,63595.29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0
60.2078,30.686619,37.610313,7.3896866,59322.65,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,6.0
54.431747,41.727215,51.59216,7.228503,59442.707,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0
48.700867,38.738438,45.73725,8.935796,58514.188,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,6.0
76.0,30.0,39.0,6.0,57852.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0
53.08445,43.96231,53.925224,7.6834264,58694.492,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0
73.920494,45.097298,12.102177,8.975382,18633.854,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
65.74082,43.45062,21.279581,5.61617,18446.73,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
26.966293,46.133343,23.840406,10.635012,18397.973,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
147.0,39.0,0.0,0.0,18266.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0
64.544426,40.83168,25.745382,6.4562674,18329.547,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0
97.30872,33.21949,57.477222,8.957735,23302.842,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0
100.550156,33.646584,69.34065,10.000001,23389.393,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0
86.84805,31.481007,53.931538,9.252464,23925.793,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0
120.0,37.0,62.0,10.0,22465.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,0.0
99.99954,33.571285,60.132027,9.844674,23273.79,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,0.0
64.22568,42.0,8.801502,4.0527616,2419.273,3.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0
34.000004,42.000008,21.032633,5.8076596,2323.0505,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0
52.71057,45.237762,17.985662,6.897567,2207.253,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0
34.0,42.0,1.0,1.0,2597.0,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,0.0
38.504467,42.0,20.87931,5.136191,2304.6543,3.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0
60.63822,33.08453,23.813354,17.23708,30310.219,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0
99.82066,28.850124,24.530945,29.408033,30261.266,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0
77.48302,30.990374,20.149042,22.368258,30260.793,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0
86.0,31.0,29.0,20.0,30010.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0
98.82904,28.727085,23.555208,31.35996,30200.637,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0
105.09423,41.148983,12.618599,7.7546954,936.92944,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0
73.84982,43.951244,5.1693,5.1693,933.33704,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
84.28353,51.293022,8.538604,5.050105,928.3171,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
100.0,24.0,5.0,5.0,925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
75.85547,44.242867,5.6400857,4.9152293,930.2749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0
75.87119,40.34163,7.863903,6.821638,15346.908,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
79.575455,40.253162,3.9213777,3.9213777,15232.795,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0
59.696724,28.49083,8.212625,7.465089,15320.879,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
140.0,63.0,3.0,3.0,14943.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0
81.586685,39.97403,4.8321,4.6767735,15239.18,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
134.03745,49.784233,27.471607,11.083336,2108.5488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
106.94714,54.150223,33.84842,12.9638405,2096.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
98.75403,34.649155,20.681408,8.754107,2101.7483,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
130.0,93.0,28.0,19.0,2137.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
99.17178,55.711136,29.825294,12.662629,2104.6406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0
119.49748,39.801502,20.525564,12.724062,1393.5962,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0
128.16493,40.976112,21.620981,13.259126,1462.4735,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
130.05345,39.088707,15.36093,9.241761,1454.6511,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
110.0,32.0,8.0,8.0,1393.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0
126.72301,38.592392,16.918697,11.064469,1473.7819,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
30.543282,44.481606,4.5264235,5.931236,512.7735,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0
60.49379,59.433617,7.4216805,8.578319,492.94574,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0
61.927277,62.80509,5.4514446,5.4514446,498.25452,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
15.0,31.0,6.0,10.0,523.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,3.0,0.0
62.13977,60.46236,7.473118,8.526882,492.5724,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,0.0
89.58289,33.307205,3.1560209,3.1560209,925.5254,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0
119.22727,31.812252,4.1363983,4.1363983,931.5441,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
95.15637,35.96773,11.030032,6.665244,941.5742,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
136.0,34.0,8.0,8.0,913.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
116.68852,31.48111,4.206603,4.206603,935.743,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
69.3024,35.371193,11.887268,6.9704247,791.7114,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
97.78692,34.84541,11.168054,7.1198206,828.2988,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
76.959984,37.4344,5.2035627,5.2035627,813.87427,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
69.0,39.0,24.0,10.0,787.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0
102.06232,35.199074,10.535797,6.847623,828.49115,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0
63.707706,48.009666,20.702349,12.809624,10693.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0
63.42456,46.170097,40.12389,21.793514,10989.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0
82.71542,39.137604,38.070854,16.05014,10900.233,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,3.0,2.0
50.0,66.0,6.0,18.0,11085.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0
68.404076,45.788635,42.996437,23.022718,11009.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,3.0,2.0
