id,gender,age,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,action,action_type,action_detail,device_type,secs_elapsed,country_destination
19,0,38,0,12,1,0,5,0,0,5,1,34,0,6,3,119264,6
19,1,38,1,0,0,1,0,1,0,1,2,19,5,14,2,115874,0
19,1,40,1,0,0,2,1,0,0,0,2,5,4,19,3,5884,0
74,0,38,0,12,0,5,0,2,0,1,0,33,5,10,3,5067,0
19,0,40,0,0,0,5,0,1,2,0,0,5,2,2,2,3461,0
19,3,38,0,0,0,1,0,0,0,4,1,70,4,2,2,5724,0
73,0,38,0,24,0,0,1,0,0,1,6,66,4,6,3,4948,0
74,3,41,0,12,0,0,0,0,0,0,0,5,2,19,3,5629,0
19,1,38,0,0,0,0,2,1,0,1,5,56,4,6,0,122389,4
19,1,37,0,0,0,7,1,1,0,1,0,5,0,6,5,2929,1
101,1,38,0,0,0,0,0,2,0,3,3,5,1,6,3,33081,1
131,0,39,0,0,0,1,0,0,0,3,0,64,3,10,4,43506,6
131,0,41,1,12,5,0,0,1,2,1,4,58,4,6,4,241894,0
74,0,37,1,24,0,3,0,0,2,4,0,5,0,6,2,29121,1
74,1,37,1,0,0,0,6,2,0,0,1,58,4,6,3,2816,0
101,1,38,0,0,0,4,0,2,0,5,0,59,5,6,3,4260,1
100,1,37,0,0,0,0,0,2,0,0,6,5,3,10,6,2429,1
131,0,39,1,0,0,0,0,1,0,5,1,5,4,6,3,5614,5
131,0,39,0,25,1,0,0,1,1,1,0,5,0,10,4,378374,0
19,0,40,1,0,0,1,1,3,1,4,3,5,1,2,4,230229,0
19,1,38,0,12,0,2,0,0,0,3,1,6,3,10,0,2752,0
131,0,37,0,0,0,4,0,2,1,0,10,64,0,6,3,3552,0
74,1,39,0,0,0,4,0,1,0,4,0,66,4,6,3,4976,0
131,1,39,0,0,0,0,1,2,0,0,1,5,5,10,1,3163,0
99,0,38,0,0,0,0,2,1,0,4,2,5,4,2,2,36161,0
19,1,37,1,0,0,2,0,0,0,0,0,6,0,10,0,23107,0
19,0,39,0,0,0,0,1,2,3,0,1,19,1,19,2,5778,1
131,0,36,0,12,4,0,0,2,0,0,0,5,4,10,7,1621,0
131,0,36,0,0,0,1,0,2,1,3,5,35,0,10,6,313268,0
131,1,38,0,0,0,1,0,2,0,3,0,19,4,33,2,111776,6
18,1,38,0,0,0,1,8,1,0,0,0,5,2,6,2,3209,1
100,1,37,0,12,0,2,0,0,1,5,4,5,1,10,1,1846,0
73,1,38,0,0,0,0,1,0,0,0,0,33,3,19,0,33611,0
19,1,37,1,0,0,1,1,1,0,1,2,20,2,2,2,40,0
101,3,36,0,12,0,1,1,3,0,0,1,34,0,19,1,214,0
131,3,39,0,12,0,0,0,1,0,3,1,19,0,10,2,5178,0
101,0,37,1,0,0,0,1,2,0,3,3,35,4,6,3,1592,0
131,1,37,0,24,0,1,0,0,0,3,0,20,0,34,7,799199,0
19,1,39,1,24,0,1,0,0,0,3,1,34,0,10,3,4734,0
101,1,37,0,0,0,4,1,0,0,0,1,5,0,6,2,2128,0
75,1,39,0,0,0,4,0,2,3,2,2,5,4,10,2,6885,0
101,0,37,1,0,0,0,0,0,3,3,3,20,4,35,2,35114,0
74,0,37,1,0,0,0,1,2,0,6,3,33,0,10,3,36471,1
100,0,38,1,12,0,2,4,2,0,1,0,4,3,10,1,6122,0
19,1,37,0,0,0,0,1,0,0,0,5,20,4,14,2,3417,0
101,3,40,0,25,4,0,0,0,0,1,4,58,0,10,2,40449,1
100,1,37,1,0,0,7,1,2,2,0,4,18,4,31,2,997579,0
19,3,37,1,0,1,0,2,0,0,0,4,70,4,6,4,772,6
100,3,41,1,0,0,6,6,1,3,1,1,19,6,10,6,7539,0
19,3,37,1,0,0,0,0,0,0,3,1,5,4,33,2,1626,0
18,1,39,1,0,14,0,0,1,0,1,2,33,4,10,1,4976,0
19,0,37,0,12,0,2,0,1,0,1,1,5,6,10,6,3133,0
100,1,38,0,0,0,0,0,1,0,4,4,4,1,10,3,3680,0
75,3,39,0,0,0,4,1,0,0,0,0,65,0,31,2,5389,0
19,1,37,0,0,0,1,0,0,0,1,4,61,5,32,0,108989,0
100,1,38,0,12,2,0,1,1,0,1,2,20,2,14,6,26304,0
131,1,37,0,0,0,1,0,0,0,0,2,60,0,10,2,103080,0
74,1,36,0,0,0,0,0,1,0,1,0,35,0,10,6,101411,0
19,0,37,0,25,0,4,0,1,0,3,0,19,4,10,3,29852,0
101,1,39,0,0,0,3,0,2,0,0,1,60,3,6,3,4232,0
18,0,37,0,0,0,0,0,0,0,0,5,5,4,32,3,36470,1
74,3,39,0,12,0,1,0,1,0,1,0,18,3,13,6,6426,6
74,0,37,1,0,0,7,0,0,0,0,0,34,4,10,2,3489,0
74,0,37,0,24,0,1,0,0,0,0,3,5,0,35,5,3448,0
75,1,40,0,12,0,0,0,1,0,0,4,5,4,6,6,5874,0
19,0,39,1,0,0,0,0,0,0,1,0,5,4,32,3,4100,0
100,3,37,0,0,0,1,0,0,1,2,0,5,0,19,1,107509,0
74,0,40,0,0,0,0,1,0,0,0,0,67,4,10,6,37342,0
19,1,38,0,12,0,0,2,0,0,0,5,33,4,19,6,108281,0
19,1,37,0,12,0,0,0,0,0,1,5,5,2,10,6,361656,0
19,3,38,0,0,0,2,8,1,0,1,0,4,3,6,3,41454,0
18,0,36,1,0,0,0,0,2,1,1,0,18,6,10,1,866055,0
19,0,39,0,25,0,0,0,2,0,3,1,5,3,2,2,2346,0
101,3,39,0,0,0,0,0,1,1,1,0,33,4,32,3,6205,0
101,1,40,1,0,0,1,1,0,1,4,1,19,1,13,2,5690,0
74,1,38,0,0,0,0,0,0,0,1,6,5,2,2,4,29123,1
19,1,37,1,0,0,0,1,0,0,0,1,5,4,19,3,2529,0
74,1,39,0,24,0,0,0,1,0,0,2,18,4,10,8,5800,0
19,0,37,0,0,0,0,2,1,1,0,1,20,3,10,2,3208,6
100,1,36,0,12,0,5,1,2,0,2,0,33,1,14,3,2027,0
19,0,35,1,12,0,0,0,1,0,0,3,59,4,10,3,2101,0
131,1,38,1,0,0,0,0,2,0,2,2,63,4,6,2,2864,0
100,3,37,0,0,4,0,2,1,0,0,0,58,1,10,3,1755,1
19,3,39,0,0,2,7,1,1,0,5,2,5,0,6,2,340001,0
101,1,37,1,0,0,4,0,2,0,2,0,35,3,34,2,3597,0
131,0,37,0,25,0,6,1,0,0,0,1,63,4,10,3,1326,0
74,0,39,1,0,0,0,0,2,0,0,2,33,0,6,3,5236,0
75,0,36,0,0,0,1,1,2,0,0,1,34,4,6,2,2144,0
19,0,36,0,0,0,0,2,2,0,3,3,19,6,10,2,106098,0
19,1,38,0,0,0,4,2,0,0,0,1,5,1,10,3,3252,0
100,0,38,0,24,0,1,0,0,3,1,1,57,1,10,1,5247,1
131,1,39,1,0,0,0,1,0,0,1,0,5,0,6,1,5361,0
74,0,40,1,12,0,2,6,1,0,2,1,5,1,19,2,35854,0
130,0,38,1,0,0,3,0,0,0,0,0,5,1,2,4,3307,0
19,0,37,0,0,0,0,1,0,0,1,0,70,0,10,0,84570,0
101,1,38,0,0,0,5,0,1,0,0,0,20,1,34,6,104062,0
100,0,38,0,0,0,1,2,0,0,3,5,19,0,6,3,3927,1
130,0,38,0,0,0,3,2,3,0,3,2,58,4,6,3,38438,4
18,1,38,0,0,1,0,0,0,0,0,0,5,0,6,3,865576,4
74,3,40,1,0,0,7,1,0,0,2,2,5,3,10,4,42295,0
19,0,39,0,12,2,5,2,2,1,1,0,19,4,10,6,39319,0
100,1,39,1,0,0,0,0,1,0,1,4,18,3,6,1,911533,0
18,3,39,0,0,0,4,0,1,0,0,1,5,4,10,2,41537,0
19,1,37,0,0,4,0,0,0,0,1,1,20,6,2,2,2143,0
74,3,37,0,0,0,0,6,3,0,4,1,5,4,1,3,32465,4
101,1,37,0,0,0,7,2,0,3,1,5,5,4,6,2,1627,0
19,3,38,1,0,0,0,0,1,0,3,0,60,1,6,6,4548,0
130,1,38,1,0,0,0,5,2,0,0,1,58,0,19,3,1649,0
131,0,37,0,12,0,4,1,1,0,0,10,5,1,6,1,842564,0
131,1,39,1,0,0,0,0,1,0,0,5,34,3,10,6,378001,2
19,1,39,1,0,0,0,1,0,0,0,1,34,4,10,2,4682,0
131,0,38,1,0,0,0,0,0,0,3,6,68,0,34,3,103418,0
19,0,37,0,0,0,4,0,0,1,1,1,35,0,7,3,3528,7
99,3,38,0,0,0,0,1,3,0,0,6,4,0,6,6,3922,1
100,0,38,0,0,14,3,0,0,0,1,2,5,4,10,0,3821,0
19,1,36,1,0,0,0,0,0,0,1,5,5,0,10,1,97042,2
100,1,39,0,25,0,0,2,0,2,4,2,34,0,33,4,5099,1
131,0,39,1,12,1,3,0,1,1,0,1,57,0,19,3,137106,0
74,3,37,0,0,0,1,1,0,0,0,1,5,0,14,2,3105,0
74,0,38,1,12,0,1,0,0,0,1,5,5,7,13,4,4270,1
131,0,37,0,0,0,1,2,3,3,1,0,5,1,33,2,36758,4
131,0,38,0,12,0,0,0,0,0,0,0,5,7,33,2,4056,0
19,1,38,0,25,0,0,0,0,0,0,0,5,4,1,1,37555,0
19,1,36,0,0,0,0,1,0,0,1,0,18,1,14,2,3231,0
100,0,38,1,0,0,0,0,0,0,0,0,6,3,6,3,112604,3
19,3,39,0,0,0,0,0,1,3,5,1,67,4,10,2,42650,0
75,0,37,0,0,0,0,0,1,3,1,1,5,1,6,6,3681,0
74,1,39,0,0,0,0,0,0,0,0,3,67,3,2,3,1735,6
100,1,37,0,25,0,1,0,2,0,0,2,33,4,1,7,36707,0
19,1,36,0,12,0,0,8,1,1,2,4,35,4,35,2,186,6
73,1,37,1,24,0,0,0,0,0,0,3,62,5,6,2,3908,2
20,0,40,1,0,0,6,6,0,0,1,5,5,1,19,2,4873,0
130,0,39,0,0,14,0,1,1,3,1,1,4,2,32,0,41149,4
75,3,39,0,0,0,0,0,0,0,1,4,5,4,6,3,42154,3
100,0,37,1,0,0,5,0,1,0,1,1,63,0,10,6,315325,0
19,1,39,0,0,0,3,0,0,0,5,4,5,3,2,3,3345,0
131,1,37,0,0,0,0,2,0,2,1,4,34,0,2,2,32619,0
19,3,38,0,25,0,0,2,2,0,1,3,5,4,6,3,820313,0
19,1,36,1,0,0,0,0,0,0,1,0,35,4,6,4,1003,6
99,1,40,0,0,1,0,0,2,0,2,4,18,0,10,2,119705,0
100,0,37,1,12,0,0,0,0,0,0,2,5,4,10,4,2598,3
18,1,37,0,0,0,0,1,2,0,0,4,4,4,19,2,371813,1
18,1,38,0,0,0,5,0,1,3,1,1,34,4,10,2,40634,0
74,3,36,1,0,2,4,6,0,0,3,2,5,2,19,3,32247,3
100,1,40,0,0,0,4,0,0,0,0,5,4,3,10,2,4187,0
100,0,37,1,0,0,1,0,1,0,0,6,5,0,10,3,917198,0
100,3,37,0,0,0,4,0,1,0,4,4,5,0,13,2,3142,0
19,1,37,1,0,0,0,0,0,0,0,1,35,0,19,3,787732,1
74,1,39,0,0,0,2,0,2,0,6,1,5,0,6,1,5277,1
19,0,38,0,12,0,0,2,1,0,2,1,35,0,6,3,3254,1
19,1,37,0,0,0,0,0,2,0,1,0,68,0,6,3,32836,1
19,1,39,0,0,0,0,0,0,0,5,0,5,4,1,2,5518,0
19,0,39,1,12,0,2,0,0,0,0,0,34,0,10,2,360130,4
100,3,38,0,0,0,1,1,0,0,1,0,5,4,7,2,4133,0
19,1,37,1,0,0,0,0,1,0,3,4,5,4,10,6,780,0
100,3,38,0,0,0,0,1,0,0,6,0,5,1,10,3,4641,0
101,0,39,0,0,0,0,0,2,0,0,1,5,0,10,0,3204,0
18,0,37,1,24,5,0,0,3,0,0,1,34,5,19,3,4359,0
74,0,37,0,0,0,0,0,0,1,1,1,33,6,6,2,4440,0
101,1,37,0,0,0,3,1,1,0,0,0,6,0,7,3,327962,0
19,0,40,1,24,0,0,0,1,0,0,5,5,0,14,3,223959,0
100,0,37,0,12,0,0,1,0,0,7,4,34,4,6,6,3000,0
131,0,37,0,0,0,0,0,0,0,7,2,34,4,7,2,24373,0
18,3,36,0,0,0,1,1,0,0,1,1,35,4,10,2,95492,0
18,1,38,1,0,0,0,0,1,0,0,5,19,2,14,3,41536,0
131,3,37,1,0,0,0,0,0,1,0,3,33,0,6,3,1583,0
100,0,38,0,12,0,0,2,0,3,0,0,62,0,10,2,1325,0
74,1,37,0,0,0,4,0,0,0,0,0,34,3,6,3,3805,3
100,0,42,0,0,0,7,0,1,0,5,1,19,5,10,1,7238,2
19,1,39,0,0,0,0,1,2,0,1,0,69,0,10,3,882298,0
19,1,36,0,12,0,0,0,1,0,3,1,5,5,19,2,89855,0
19,1,38,1,12,4,0,0,1,2,4,3,34,1,2,6,4202,0
131,0,38,1,0,0,0,8,0,0,4,1,5,0,10,3,36713,0
101,3,40,1,0,0,0,0,1,0,2,2,6,0,6,3,4558,0
74,3,39,0,0,0,0,0,1,0,5,3,19,4,10,6,42893,0
100,0,38,1,0,0,0,2,0,3,5,1,4,3,19,2,4563,0
100,1,39,0,0,0,3,4,0,2,0,0,19,3,19,2,4760,1
19,3,38,0,0,1,0,1,2,0,7,4,58,4,10,3,40047,4
131,0,38,0,0,0,0,0,1,0,7,3,20,4,10,3,972584,4
19,3,37,0,0,0,0,5,1,0,3,0,59,4,10,5,286652,0
100,0,37,0,0,0,4,0,2,1,1,0,19,0,10,2,3226,0
131,0,36,1,0,0,0,1,0,0,0,1,5,2,6,2,802200,0
19,3,38,0,0,0,1,0,0,0,0,0,58,2,10,3,3808,1
19,0,37,0,0,0,4,0,0,0,0,0,34,2,32,2,4389,5
131,3,37,0,0,0,0,6,1,0,1,0,5,0,10,0,210457,0
19,0,38,0,0,0,0,2,0,0,0,3,5,3,10,3,37761,0
75,3,37,0,0,0,4,0,3,0,4,5,65,4,2,3,2288,0
100,0,37,0,0,0,2,0,1,0,1,2,34,1,10,8,110604,0
19,1,40,1,0,0,0,2,1,0,2,10,5,3,6,5,48708,1
19,0,38,0,12,0,2,1,3,0,1,1,36,0,14,6,2357,1
73,1,38,1,0,0,0,1,0,3,0,3,5,1,36,3,2446,9
74,1,37,0,0,0,0,0,0,0,3,1,19,4,10,0,106417,0
19,1,37,0,0,0,0,0,2,0,1,1,18,4,6,2,31858,0
19,0,37,1,0,0,1,0,0,0,1,3,61,4,10,3,2467,0
100,1,39,1,0,1,0,2,0,0,1,3,34,4,1,2,404321,0
100,0,38,0,0,0,0,0,3,0,0,1,5,0,33,3,1936,0
100,1,37,0,0,0,0,5,1,0,1,3,5,3,6,4,2257,1
74,0,37,0,0,0,1,2,0,0,0,1,20,3,10,2,885409,3
100,3,40,1,24,2,0,0,0,0,0,5,5,3,10,2,7100,0
130,3,37,1,0,0,0,1,1,3,0,1,5,2,6,3,3038,1
18,3,37,0,0,0,0,0,3,0,1,1,5,4,6,2,2908,0
99,1,37,0,0,0,1,2,1,0,3,6,60,3,10,3,22884,0
100,3,38,0,0,0,0,0,1,0,1,0,67,4,6,1,5453,0
19,0,36,0,0,0,4,0,2,2,4,0,34,2,6,3,1919,0
19,3,38,1,12,0,0,4,1,0,0,0,4,4,10,3,2711,6
74,0,38,0,0,0,0,1,1,0,3,10,18,1,34,3,2560,0
101,3,38,1,24,0,3,0,0,0,5,1,34,4,10,6,3153,4
73,0,37,0,0,0,0,0,0,3,1,0,35,0,10,3,758,0
74,1,40,0,24,0,0,1,1,0,0,3,19,3,19,3,1093617,3
19,0,37,0,0,0,0,1,3,0,0,5,5,0,10,0,3221,2
131,1,38,0,12,0,0,0,1,0,4,3,5,0,6,3,4462,1
74,0,37,0,0,0,1,0,0,0,0,0,20,3,10,6,26117,0
74,0,38,0,12,0,1,1,1,0,1,2,20,0,6,2,1748,0
74,1,36,0,0,0,0,0,1,0,0,1,5,0,10,2,1802,1
19,0,39,0,0,4,0,0,1,0,1,3,5,4,32,2,39122,0
18,0,38,0,0,0,1,2,1,1,1,4,35,4,10,3,3109,0
19,3,38,0,0,0,3,2,1,0,1,2,5,3,6,0,108597,5
131,0,36,0,0,0,0,0,1,0,4,0,5,0,10,6,1886,0
19,1,37,0,12,0,0,2,1,0,0,1,19,3,19,2,2129,0
18,3,37,1,0,0,3,4,1,3,2,4,34,0,10,1,1935,0
19,3,37,0,0,0,0,2,0,1,0,3,19,1,35,8,102309,4
100,0,36,0,0,0,0,2,1,0,3,0,5,4,6,1,2216,1
19,1,37,1,0,0,0,0,3,1,0,0,5,1,6,3,1572,0
19,1,36,0,0,0,1,2,0,0,0,0,6,0,10,2,2453,0
74,3,39,1,0,0,7,1,1,0,5,2,5,2,6,3,1148545,0
131,0,36,0,0,0,2,8,0,0,0,0,5,3,10,2,112,0
19,3,38,0,25,0,3,0,1,1,1,0,19,4,6,2,975031,1
19,0,37,0,24,0,1,0,1,0,1,1,4,1,6,3,33103,0
131,3,37,0,0,0,0,4,2,0,0,5,5,4,10,1,39266,0
73,0,37,0,12,0,0,0,1,0,0,1,59,4,6,6,31228,0
75,0,37,0,0,0,0,0,0,2,0,4,18,1,6,3,33088,0
99,0,37,0,0,0,4,1,1,0,0,0,35,4,14,3,27391,0
74,1,37,0,0,0,1,1,0,0,1,5,4,0,33,1,3832,0
19,0,38,1,0,0,0,0,1,0,1,3,5,4,34,2,333588,1
74,1,40,0,24,0,0,0,3,0,1,1,67,4,33,1,5190,0
73,0,38,1,0,0,0,0,0,0,0,0,5,4,10,6,823664,0
74,0,38,0,0,0,0,0,0,0,0,3,5,1,1,5,5662,4
19,0,36,1,0,0,0,0,0,0,0,0,5,2,10,6,31392,1
74,1,37,0,0,0,0,2,1,0,0,0,18,4,2,3,1628,9
19,1,38,0,0,0,0,1,1,0,0,3,35,3,10,2,3250,0
74,1,37,0,0,2,0,2,1,0,5,0,35,0,19,2,206090,0
18,1,38,1,12,0,6,6,2,0,0,5,5,6,6,4,5728,0
101,0,37,0,12,0,1,1,0,0,7,4,5,4,6,3,34809,4
19,3,39,1,0,0,0,0,0,0,1,1,35,0,7,2,106313,4
19,1,37,0,0,0,0,0,1,1,0,5,56,3,10,2,33322,0
101,1,38,0,0,0,0,2,2,0,1,5,5,0,10,2,32304,0
19,0,36,1,25,0,0,1,1,0,1,10,59,0,6,3,25529,0
19,1,38,0,0,0,0,0,0,0,3,1,5,2,10,1,3376,0
19,1,38,0,0,0,1,8,2,0,5,1,66,1,19,2,5352,0
100,1,36,0,0,9,0,2,1,0,0,4,19,2,2,7,31777,0
74,3,38,0,25,0,0,0,0,0,0,1,5,1,6,4,3166,0
19,1,38,1,0,0,4,5,0,0,4,3,19,4,10,3,3265,0
75,0,37,0,0,2,0,0,1,0,4,0,19,3,10,8,3031,0
100,0,38,0,0,9,1,0,0,0,2,4,57,0,10,3,317097,9
19,1,39,0,0,2,0,1,2,0,3,2,59,0,14,2,2394,0
100,3,39,0,0,0,0,0,0,0,1,3,59,0,10,2,44617,0
100,0,38,0,25,2,4,2,1,0,0,1,34,0,6,4,5426,1
19,0,38,0,24,14,0,1,0,0,4,4,5,0,6,3,2296,0
19,3,38,0,0,1,6,1,1,0,0,1,34,0,14,3,101605,2
131,1,38,0,0,2,0,1,1,0,0,0,34,1,19,2,33874,0
131,1,40,0,12,0,0,1,2,0,0,2,34,0,10,2,6270,1
19,1,37,0,0,9,4,1,3,0,1,1,5,4,14,0,34520,0
131,3,39,0,0,0,4,0,0,2,1,2,34,4,6,1,6077,0
130,3,38,1,0,0,0,1,0,2,4,0,5,1,10,2,3169,1
19,1,37,0,24,0,2,1,2,0,4,3,5,1,10,4,2064,1
19,0,38,1,12,4,1,0,0,0,0,1,4,3,19,3,5066,0
100,0,37,0,0,0,1,4,0,0,5,4,18,3,10,4,975617,0
101,3,37,1,25,0,4,0,2,0,0,2,5,1,13,2,4536,0
131,0,38,0,0,0,0,1,2,0,6,3,58,4,10,4,980533,1
74,0,38,0,12,0,0,1,2,0,3,0,4,4,14,1,3812,0
18,1,38,1,12,0,2,0,3,0,3,1,56,0,10,2,118267,0
19,3,38,0,0,0,5,0,1,1,1,1,5,1,6,0,3494,2
131,3,38,0,0,0,0,0,1,0,0,0,35,0,10,5,4710,0
19,1,38,0,12,0,1,0,1,0,1,0,63,3,1,4,40801,0
19,1,38,0,0,0,7,2,0,0,1,1,35,3,10,3,1870,4
19,3,37,1,0,0,0,0,0,0,0,1,35,4,34,6,2251,0
131,1,39,0,12,0,0,5,2,2,0,10,34,4,10,1,45477,0
131,0,37,0,0,0,6,2,2,3,0,1,35,1,6,6,1673,0
19,1,37,1,0,0,1,2,1,2,0,0,66,4,10,2,99981,0
101,1,38,0,0,0,3,0,0,2,0,3,35,2,10,8,28018,1
101,3,38,0,0,0,0,0,2,0,3,0,5,4,10,3,112556,0
19,1,38,0,0,0,0,0,1,0,0,1,60,2,2,3,2074,0
131,1,38,0,0,0,0,1,0,0,5,1,5,4,14,6,111395,0
130,1,38,0,24,0,0,0,2,1,4,3,5,4,6,3,343361,0
101,3,37,0,0,0,0,2,0,0,3,1,19,0,19,2,2849,0
18,1,39,1,0,0,0,8,0,0,0,3,19,1,6,3,3314,0
19,3,40,0,0,0,3,1,0,0,1,5,5,4,33,3,5499,6
100,1,36,0,12,0,0,0,2,0,2,0,34,0,10,6,93882,6
131,0,38,0,0,0,0,1,3,0,0,0,34,6,19,2,3961,9
74,0,38,0,0,0,4,0,0,0,0,1,35,4,6,2,4005,1
74,1,38,0,0,0,1,1,1,2,0,0,4,3,19,2,5003,0
131,0,39,0,0,0,4,0,1,0,1,5,5,2,10,2,34811,0
19,0,38,0,0,0,0,0,0,0,1,3,33,3,32,3,357751,0
131,1,37,1,25,0,0,2,0,0,0,1,18,3,10,2,104818,1
101,1,37,1,0,0,0,0,0,3,2,0,65,0,6,2,1668,0
19,0,36,1,0,0,1,0,3,0,6,6,58,1,19,6,102921,1
101,0,38,1,0,0,0,6,2,0,0,0,33,3,6,2,4345,0
74,1,39,0,0,0,0,0,0,0,4,1,19,4,10,2,37185,1
74,1,38,0,0,0,4,2,0,0,1,6,67,4,10,5,2235,0
100,1,38,1,0,0,0,2,1,0,5,3,5,0,6,3,121825,0
75,0,35,0,0,0,3,0,0,0,0,3,34,0,10,2,2865,0
19,1,38,1,0,0,0,0,3,0,1,0,68,4,10,3,920521,4
130,1,37,0,0,4,0,0,0,0,1,2,18,3,2,3,3103,0
19,1,38,0,0,5,4,2,0,3,0,3,19,0,10,2,1698,0
74,1,37,0,0,0,0,0,1,0,1,0,5,1,10,6,27924,0
101,1,36,0,0,4,0,0,0,0,0,0,20,6,7,2,200,0
131,3,37,0,24,0,1,0,1,3,0,0,5,0,10,3,838804,0
100,1,38,0,0,4,0,1,0,0,0,2,5,7,10,2,3740,0
74,1,38,0,0,0,0,0,0,0,1,1,35,0,10,5,4488,2
19,1,37,0,0,0,0,0,2,0,1,0,20,4,7,3,92113,3
19,1,39,1,0,1,0,0,1,0,3,0,34,0,2,1,111385,5
100,1,37,1,24,0,1,1,2,0,0,0,20,4,7,2,784,0
74,0,38,0,0,0,6,0,3,0,0,2,32,5,10,3,337232,0
74,1,38,1,0,4,0,0,0,0,0,0,19,0,10,2,3029,5
74,0,38,1,12,0,1,1,0,0,0,1,5,0,6,6,3670,1
19,3,38,1,0,0,0,0,0,3,0,0,5,0,10,3,3254,1
100,1,38,1,0,0,7,1,2,0,0,3,67,4,10,3,3192,0
19,1,38,0,0,0,0,1,1,2,0,3,33,4,10,4,111429,0
74,0,38,0,24,0,0,1,3,0,1,4,60,4,10,4,2214,0
131,1,39,0,24,0,0,1,1,1,0,1,5,1,10,0,36022,0
130,1,37,1,0,0,0,1,1,0,5,2,34,0,10,2,107199,0
19,1,39,0,0,0,0,1,1,0,0,1,5,4,2,3,4612,6
19,1,38,0,24,0,0,0,3,1,0,1,5,5,2,1,7310,4
130,0,38,0,0,0,1,6,2,0,0,1,6,4,19,3,1873,0
74,1,37,0,0,0,4,0,0,0,0,0,71,4,2,3,430,0
131,1,36,1,0,0,0,0,0,0,0,4,59,3,10,3,812357,5
19,0,36,0,0,0,0,2,1,0,1,0,19,4,7,2,1002,0
19,0,37,1,12,0,1,0,1,0,1,3,5,3,6,2,2481,0
100,1,39,0,0,0,5,2,0,0,1,1,34,4,1,5,379825,0
100,1,41,0,24,0,0,0,1,1,0,1,35,1,2,0,5851,0
74,3,39,0,0,1,0,0,2,0,1,0,33,0,10,1,36687,6
19,1,37,1,0,0,6,1,2,3,0,2,35,4,2,2,3176,0
73,1,38,0,12,0,0,2,0,0,6,2,5,2,10,3,4226,0
19,1,37,0,0,0,0,0,1,0,2,0,36,4,10,3,83265,1
74,3,38,0,0,0,0,1,0,0,1,4,5,4,10,3,3537,3
