id,gender,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,action_type,device_type
38,0,0,0,0,1,1,2,0,0,0,0,4,2
71,0,0,0,0,2,4,1,0,1,0,1,1,3
65,0,0,0,0,1,1,2,0,0,0,0,1,2
82,0,1,12,0,4,2,0,1,2,5,0,4,6
64,0,0,0,0,1,1,2,0,0,0,0,0,2
136,0,1,0,0,0,0,1,0,1,0,0,3,3
103,1,0,12,0,4,2,0,3,4,5,1,4,4
87,1,0,0,0,0,0,0,0,1,2,0,1,3
84,3,0,0,0,0,0,0,0,1,2,0,0,3
128,1,0,0,0,0,0,0,0,0,1,0,0,2
36,0,0,0,0,0,0,0,0,0,2,0,0,2
146,0,0,0,0,0,0,0,0,0,1,0,4,2
121,1,1,0,0,0,0,1,0,0,1,2,0,2
76,3,0,0,0,0,0,0,0,0,1,0,4,2
13,1,0,0,0,0,0,1,0,0,0,0,4,2
24,3,0,0,0,1,1,0,0,0,1,0,0,2
66,0,1,0,0,1,1,2,0,1,4,0,1,3
102,1,0,0,0,0,0,0,0,0,1,0,3,2
20,1,1,0,0,0,0,0,0,0,0,0,1,2
103,1,0,12,0,4,2,0,3,4,5,1,4,4
47,1,0,0,0,0,0,1,0,1,2,1,0,3
35,0,0,0,0,0,0,0,0,0,2,0,4,2
133,3,0,0,0,0,0,1,0,0,1,0,4,2
134,3,0,0,0,0,0,1,0,0,1,0,4,2
26,0,0,0,0,1,1,1,0,3,3,6,1,1
90,1,1,0,0,1,1,2,0,0,0,1,1,2
96,0,0,0,0,0,0,0,0,0,2,0,3,2
25,0,0,0,0,1,1,1,0,3,3,6,4,1
104,0,0,0,0,0,0,0,0,0,0,7,0,2
135,1,0,0,0,0,0,0,0,0,0,0,0,2
110,0,1,0,5,0,0,0,0,1,0,0,3,3
4,0,0,0,0,1,1,2,0,1,0,0,2,3
30,3,0,0,0,1,1,2,0,3,3,0,3,1
102,1,0,0,0,0,0,0,0,0,1,0,0,2
64,0,0,0,0,1,1,2,0,0,0,0,1,2
116,1,0,25,0,0,0,0,1,2,3,0,2,0
83,1,0,0,0,2,1,2,0,0,1,0,4,2
15,0,0,0,0,2,1,2,0,1,0,0,1,3
39,0,0,0,0,1,1,2,0,0,0,0,4,2
16,3,0,25,0,0,0,0,1,5,6,0,4,4
23,1,1,0,0,0,0,0,0,0,0,0,1,2
103,1,0,12,0,4,2,0,3,4,5,1,4,4
16,3,0,25,0,0,0,0,1,5,6,0,4,4
143,1,1,12,0,4,2,0,1,0,0,0,1,2
86,1,0,0,0,0,0,1,0,0,2,0,0,2
97,0,1,0,0,0,0,0,0,3,3,0,1,1
36,0,0,0,0,0,0,0,0,0,2,0,0,2
1,3,0,0,0,1,1,0,0,0,1,1,1,2
131,0,0,0,0,0,0,1,0,0,0,0,3,2
84,3,0,0,0,0,0,0,0,1,2,0,3,3
68,1,0,0,0,0,0,0,0,1,0,0,0,3
76,1,0,0,0,1,1,2,0,0,1,0,0,2
83,1,0,0,0,2,1,2,0,0,1,0,4,2
108,3,0,0,0,1,1,2,0,0,0,1,3,2
94,3,0,0,0,0,0,0,0,0,2,0,4,2
80,3,0,0,0,0,0,0,0,0,1,0,0,2
80,1,0,0,0,2,1,2,0,1,0,0,0,3
48,1,0,0,0,0,0,1,0,1,2,1,4,6
14,0,0,0,0,0,0,0,0,1,0,1,4,3
66,0,1,0,0,1,1,2,0,1,4,0,4,8
5,1,0,0,0,6,1,2,0,3,3,0,4,1
11,0,0,0,0,2,1,2,0,1,0,0,1,3
69,1,0,0,0,3,1,1,0,1,0,0,1,3
76,3,0,0,0,0,0,0,0,0,1,0,3,2
32,3,0,0,0,0,0,1,0,1,0,2,0,3
63,0,0,0,0,1,1,2,0,0,0,0,4,2
8,1,0,0,0,0,0,0,0,1,4,1,3,3
114,1,0,0,0,1,1,2,0,0,1,1,4,2
63,3,0,0,0,0,0,0,0,0,2,0,0,2
109,1,1,0,0,1,1,2,0,1,0,0,4,3
34,3,0,0,4,2,1,2,0,1,2,0,1,3
92,0,0,0,0,0,0,0,0,0,2,0,3,2
135,1,0,0,0,0,0,0,0,0,0,0,0,2
23,1,1,0,0,0,0,0,0,0,0,0,0,2
110,0,1,0,5,0,0,0,0,1,0,0,3,3
34,3,0,0,4,2,1,2,0,1,2,0,1,3
93,3,0,0,0,1,1,2,0,0,1,4,1,2
118,0,0,0,0,2,1,2,0,1,0,0,3,3
73,1,0,0,9,0,0,1,0,0,1,0,1,2
102,1,0,0,0,0,0,0,0,0,1,0,2,2
53,0,0,0,0,0,0,1,0,1,0,6,4,3
51,0,0,0,0,3,5,0,0,0,0,0,0,2
7,1,1,12,0,4,2,0,3,4,5,1,4,4
34,3,0,0,4,2,1,2,0,1,2,0,1,3
103,1,0,0,0,0,0,0,0,0,1,0,0,2
119,3,0,0,0,0,0,1,0,0,1,0,0,2
14,0,0,24,0,0,0,0,2,5,6,3,4,6
116,0,0,0,0,0,0,0,0,1,4,0,4,3
53,0,1,0,0,0,0,0,0,1,2,0,1,3
109,1,1,0,0,1,1,2,0,1,0,0,4,3
67,1,0,0,0,0,0,0,0,1,0,1,4,3
34,3,0,0,4,2,1,2,0,1,2,0,2,3
100,0,0,0,0,0,0,0,0,0,0,0,0,2
76,1,0,0,0,1,1,2,0,0,1,0,1,2
3,1,0,0,0,1,1,1,0,0,1,0,0,2
134,3,0,0,0,0,0,1,0,0,1,0,0,2
94,3,0,0,0,0,0,0,0,0,2,0,1,2
106,3,0,0,0,0,0,0,0,0,1,0,0,2
113,0,0,0,2,1,1,2,0,1,2,1,4,3
2,0,1,0,0,0,0,0,0,3,3,0,0,0
50,0,0,0,0,1,1,0,0,1,4,2,4,3
71,3,0,0,0,0,0,1,0,0,1,0,0,2
115,0,0,0,0,0,0,0,0,1,0,0,2,3
54,0,1,0,0,0,0,0,0,1,2,0,1,3
26,0,0,0,0,1,1,1,0,3,3,6,1,1
7,1,1,12,0,4,2,0,3,4,5,1,4,4
96,3,0,0,0,5,1,3,0,2,3,4,3,2
0,0,1,0,0,3,1,1,0,3,3,0,2,1
103,1,0,12,0,4,2,0,3,4,5,1,4,4
69,1,0,0,0,3,1,1,0,1,0,0,4,3
139,1,0,0,0,0,0,1,0,1,4,0,4,3
11,0,0,0,0,2,1,2,0,1,0,0,1,3
131,0,0,0,0,0,0,1,0,0,0,0,1,2
86,1,0,0,0,0,0,1,0,0,2,0,2,2
51,0,0,0,0,3,5,0,0,0,0,0,2,2
90,1,0,0,0,1,1,2,0,0,1,0,2,2
108,3,0,0,0,1,1,2,0,0,0,1,3,2
1,3,0,0,0,1,1,0,0,0,1,1,0,2
139,1,0,0,0,0,0,1,0,1,4,0,1,3
130,0,1,0,0,0,0,0,0,0,1,0,1,2
109,1,1,0,0,1,1,2,0,1,0,0,4,3
112,1,1,0,0,0,0,0,0,0,0,1,1,2
135,1,0,0,0,0,0,0,0,0,0,0,0,2
11,0,0,0,0,2,1,2,0,1,0,0,1,3
7,1,1,12,0,4,2,0,3,4,5,1,4,4
116,1,0,25,0,0,0,0,1,2,3,0,4,0
130,0,1,0,0,0,0,0,0,0,1,0,1,2
66,0,1,0,0,1,1,2,0,1,4,0,1,3
73,1,1,0,0,0,0,0,0,1,4,1,4,3
63,3,0,0,0,0,0,0,0,0,2,0,0,2
15,0,0,0,0,2,1,2,0,1,0,0,4,3
82,1,1,0,0,0,0,3,0,0,0,0,2,2
26,0,0,0,0,1,1,1,0,3,3,6,1,1
128,1,1,0,0,0,0,0,0,0,0,0,1,2
86,1,0,0,0,0,0,1,0,0,2,0,0,2
76,1,0,0,0,1,1,2,0,0,1,0,0,2
86,1,0,0,0,0,0,1,0,0,2,0,0,2
9,1,0,24,0,0,0,1,2,0,0,5,4,6
8,1,1,12,0,4,2,0,1,2,3,1,4,6
143,1,1,12,0,4,2,0,1,0,0,0,1,2
111,1,1,0,0,0,0,0,0,0,0,1,1,2
109,1,1,0,0,1,1,2,0,1,0,0,0,3
59,0,1,0,0,0,0,0,0,1,2,0,1,3
126,1,0,0,0,0,0,0,0,0,2,0,1,2
68,0,0,0,0,3,1,1,0,1,0,0,1,3
107,3,0,0,0,0,0,0,0,0,1,0,2,2
84,3,0,0,0,0,0,0,0,1,2,0,0,3
43,1,0,0,0,0,0,1,0,3,3,0,3,1
76,1,0,0,0,1,1,2,0,0,1,0,3,2
25,1,1,0,0,0,0,0,0,0,0,0,0,2
67,1,0,0,0,0,0,0,0,1,0,0,7,3
31,1,0,25,0,0,0,1,1,0,1,0,3,2
121,1,1,0,0,0,0,3,0,0,1,0,4,2
11,0,0,0,0,2,1,2,0,1,0,0,0,3
55,0,1,0,0,0,0,0,0,1,2,0,0,3
51,0,0,0,0,3,5,0,0,0,0,0,0,2
139,1,0,0,0,0,0,1,0,1,4,0,4,3
35,0,0,0,0,2,1,2,0,1,0,1,3,3
41,1,1,12,0,4,2,0,1,2,3,0,4,6
64,0,0,0,0,1,1,2,0,0,0,0,1,2
110,0,1,0,5,0,0,0,0,1,0,0,3,3
116,1,0,0,0,1,1,2,0,0,1,1,1,2
79,1,0,0,0,2,1,2,0,1,0,0,1,3
142,0,0,0,0,0,0,1,0,0,1,0,4,2
65,0,0,0,0,1,1,2,0,0,0,0,4,2
96,3,0,0,0,5,1,3,0,2,3,4,3,2
121,1,1,0,0,0,0,1,0,0,1,2,0,2
134,3,0,0,0,0,0,1,0,0,1,0,1,2
33,3,0,0,0,0,0,1,0,1,0,2,1,3
86,1,0,0,0,0,0,1,0,0,2,0,0,2
88,3,0,0,0,0,0,0,0,0,2,1,0,1
96,3,0,0,0,5,1,3,0,2,3,4,0,2
8,1,0,0,0,0,0,0,0,1,4,1,0,3
16,3,0,25,0,0,0,0,1,5,6,0,4,4
1,3,0,0,0,1,1,0,0,0,1,1,1,2
122,1,1,0,0,0,0,3,0,0,1,0,4,2
38,0,0,0,0,1,1,2,0,0,1,0,0,2
109,1,1,0,0,1,1,2,0,1,0,0,4,3
96,3,0,0,0,5,1,3,0,2,3,4,3,2
130,0,1,0,0,0,0,0,0,0,1,0,3,2
88,3,0,0,0,0,0,0,0,0,2,1,1,1
85,1,0,0,0,0,0,1,0,0,2,0,2,2
103,1,0,12,0,4,2,0,3,4,5,1,4,4
84,3,0,0,0,0,0,0,0,1,2,0,4,3
55,0,1,0,0,0,0,0,0,1,2,0,0,3
102,1,0,0,0,0,0,0,0,0,1,0,0,2
146,0,0,0,0,0,0,0,0,0,1,0,4,2
136,0,1,0,0,0,0,1,0,1,0,0,1,3
62,3,0,0,0,0,0,0,0,0,2,0,0,2
38,1,0,0,0,0,0,0,0,6,10,0,4,8
128,1,0,0,0,0,0,0,0,0,1,0,0,2
84,3,0,0,0,0,0,0,0,1,2,0,4,3
36,0,0,0,0,0,0,0,0,0,2,0,2,2
39,1,0,0,0,0,0,0,0,0,1,0,1,2
79,1,0,0,0,2,1,2,0,1,0,0,1,3
13,1,0,0,0,0,0,1,0,0,0,0,4,2
83,1,0,0,0,2,1,2,0,0,1,0,4,2
101,0,0,0,0,0,0,0,0,0,0,0,3,2
34,3,0,0,4,2,1,2,0,1,2,0,3,3
90,1,1,0,0,1,1,2,0,0,0,1,1,2
84,3,0,0,0,0,0,0,0,1,2,0,0,3
93,3,0,0,0,1,1,2,0,0,1,4,0,2
4,0,0,0,0,1,1,2,0,1,0,0,3,3
112,1,1,0,0,0,0,0,0,0,0,1,3,2
76,0,1,0,0,0,0,2,0,1,4,5,4,3
10,0,0,0,0,2,1,2,0,1,0,0,0,3
90,1,1,0,0,1,1,2,0,0,0,1,0,2
68,1,0,0,0,0,0,0,0,1,0,1,1,3
11,0,0,0,0,2,1,2,0,1,0,0,0,3
58,3,0,0,0,0,0,0,0,1,0,0,3,3
24,1,1,0,0,0,0,0,0,0,0,0,0,2
146,0,0,0,0,0,0,0,0,0,1,0,0,2
47,1,0,0,0,0,0,1,0,1,2,1,4,6
38,0,0,0,0,1,1,2,0,0,0,0,4,2
139,1,0,0,0,0,0,1,0,1,4,0,4,3
77,3,0,0,0,0,0,0,0,0,1,0,3,2
82,1,0,0,0,2,1,2,0,0,1,0,1,2
65,0,0,0,0,1,1,2,0,0,2,2,3,2
130,0,1,0,0,0,0,0,0,0,1,0,1,2
97,0,1,0,0,0,0,0,0,3,3,0,0,1
25,0,0,0,0,1,1,1,0,3,3,6,0,1
102,1,0,0,0,0,0,0,0,0,1,0,1,2
4,0,0,0,0,1,1,2,0,1,0,0,3,3
77,3,0,0,0,0,0,0,0,0,1,0,4,2
59,3,0,0,0,0,0,0,0,1,0,0,2,3
51,0,0,0,0,3,5,0,0,0,0,0,0,2
114,0,0,0,2,1,1,2,0,1,2,1,4,3
48,1,0,0,0,0,0,1,0,1,2,1,4,6
64,0,0,0,0,1,1,2,0,0,2,2,1,2
73,1,1,0,0,0,0,0,0,1,4,1,3,3
120,1,0,0,0,1,1,2,0,0,2,0,0,2
97,0,1,0,0,0,0,0,0,3,3,0,0,1
103,0,0,0,0,0,0,0,0,0,0,8,4,2
25,0,0,0,0,1,1,1,0,3,3,6,4,1
32,3,0,0,0,0,0,1,0,1,0,2,0,3
106,3,0,0,0,0,0,0,0,0,1,0,2,2
17,0,1,0,0,0,0,2,0,3,3,0,4,1
94,0,0,0,0,0,0,0,0,0,2,0,1,2
101,0,0,0,0,0,0,0,0,0,0,0,1,2
70,0,0,0,0,3,1,1,0,1,0,0,3,3
139,1,0,0,0,0,0,1,0,1,4,0,3,3
110,1,1,0,0,0,0,0,0,0,0,1,2,2
97,0,1,0,0,0,0,0,0,3,3,0,1,1
15,0,0,0,0,2,1,2,0,1,0,0,1,3
34,3,0,0,4,2,1,2,0,1,2,0,4,3
4,0,0,0,0,1,1,2,0,1,0,0,1,3
74,1,0,0,9,0,0,1,0,0,1,0,4,2
11,0,0,0,0,2,1,2,0,1,0,0,0,3
61,3,0,0,0,0,0,0,0,0,2,0,4,2
94,3,0,0,0,0,0,0,0,0,2,0,4,2
104,1,0,12,0,4,2,0,3,4,5,1,4,4
126,3,0,0,0,0,0,0,0,0,0,0,1,2
68,1,0,0,0,0,0,0,0,1,0,1,3,3
13,1,0,0,0,0,0,1,0,0,0,0,4,2
110,0,1,0,5,0,0,0,0,1,0,0,1,3
59,1,0,0,0,0,0,0,0,1,4,0,4,3
32,3,0,0,0,0,0,1,0,1,0,2,3,3
66,0,1,0,0,1,1,2,0,1,4,0,3,8
13,1,0,0,0,0,0,1,0,0,0,0,4,2
34,3,0,0,4,2,1,2,0,1,2,0,1,3
70,1,0,0,0,0,0,0,0,1,0,1,3,3
36,0,0,0,0,0,0,0,0,0,2,0,2,2
111,1,1,0,0,0,0,0,0,0,0,1,4,2
121,1,1,0,0,0,0,1,0,0,1,2,3,2
56,1,0,0,0,0,0,0,0,1,4,0,1,3
120,1,0,0,0,1,1,2,0,0,2,0,5,2
5,1,0,0,0,6,1,2,0,3,3,0,0,1
139,1,0,0,0,0,0,1,0,1,4,0,0,3
72,3,0,0,0,0,0,1,0,0,1,0,0,2
38,0,0,0,0,1,1,2,0,0,0,0,4,2
53,0,0,0,0,0,0,1,0,1,0,6,4,3
5,1,0,0,0,6,1,2,0,3,3,0,0,1
114,0,0,0,2,1,1,2,0,1,2,1,4,3
86,1,0,0,0,0,0,1,0,0,2,0,0,2
65,0,0,0,0,1,1,2,0,0,2,2,3,2
16,3,0,25,0,0,0,0,1,5,6,0,4,4
25,1,1,0,0,0,0,0,0,0,0,0,1,2
130,0,1,0,0,0,0,0,0,0,1,0,5,2
110,0,1,0,5,0,0,0,0,1,0,0,1,3
23,3,0,0,0,1,1,0,0,0,1,0,0,2
13,1,0,0,0,0,0,1,0,0,0,0,0,2
136,0,1,0,0,0,0,1,0,1,0,0,3,3
28,1,0,0,0,0,0,1,0,0,0,1,0,2
49,1,0,0,0,0,0,1,0,1,2,1,4,6
84,3,0,0,0,0,0,0,0,1,2,0,3,3
58,1,0,0,0,0,0,0,0,1,4,0,1,3
82,1,0,0,0,0,0,1,0,3,3,0,2,1
128,0,0,0,0,1,1,2,0,1,4,0,3,3
92,3,0,0,0,1,1,2,0,0,1,4,4,2
115,0,0,0,0,0,0,0,0,1,0,0,0,3
9,1,0,0,0,0,0,0,0,1,4,1,3,3
51,0,0,0,0,3,5,0,0,0,0,0,1,2
72,3,0,0,0,0,0,1,0,0,1,0,3,2
27,1,0,0,0,0,0,1,0,0,0,1,0,2
87,1,0,0,0,1,1,2,0,0,2,8,1,2
83,1,0,0,0,2,1,2,0,0,1,0,4,2
74,1,0,0,9,0,0,1,0,0,1,0,4,2
131,0,0,0,0,0,0,1,0,0,0,0,3,2
103,1,0,12,0,4,2,0,3,4,5,1,4,4
107,3,0,0,0,0,0,0,0,0,1,0,2,2
88,1,1,0,0,1,1,2,0,0,0,1,3,0
88,3,0,0,0,0,0,0,0,0,2,1,1,1
90,1,1,0,0,1,1,2,0,0,0,1,1,2
88,3,0,0,0,0,0,0,0,0,2,1,0,1
47,1,0,0,0,0,0,1,0,1,2,1,0,3
139,1,0,0,0,0,0,1,0,1,4,0,3,3
132,3,0,0,0,0,0,1,0,0,1,0,4,2
33,1,0,0,0,1,1,2,0,0,1,2,4,6
13,1,0,0,0,0,0,1,0,0,0,0,0,2
13,1,0,0,0,0,0,1,0,0,0,0,5,2
90,1,0,0,0,1,1,2,0,0,1,0,4,2
103,0,0,0,0,0,0,0,0,0,0,7,3,2
3,1,0,0,0,1,1,1,0,0,1,0,4,2
91,1,0,0,0,1,1,2,0,0,1,0,4,2
26,0,0,0,0,1,1,1,0,3,3,6,2,1
123,1,1,0,0,0,0,3,0,0,1,0,4,2
62,3,0,0,0,0,0,0,0,0,2,0,3,2
17,0,1,0,0,0,0,2,0,3,3,0,0,1
90,1,1,0,0,1,1,2,0,0,0,1,3,2
127,3,0,0,0,0,0,0,0,0,0,0,3,2
129,0,0,0,0,1,1,2,0,1,4,0,3,0
1,3,0,0,0,1,1,0,0,0,1,1,3,2
130,0,1,0,0,0,0,0,0,0,1,0,1,2
111,1,1,0,0,0,0,0,0,0,0,1,4,2
146,0,0,0,0,0,0,0,0,0,1,0,0,2
34,3,0,0,4,2,1,2,0,1,2,0,4,3
66,0,1,0,0,1,1,2,0,1,4,0,1,3
50,0,0,0,0,1,1,0,0,1,4,2,0,3
8,1,0,0,0,0,0,0,0,1,4,1,2,3
49,0,0,0,0,1,1,0,0,1,4,2,0,3
121,1,0,0,0,1,1,2,0,0,2,0,2,2
111,1,1,0,0,0,0,0,0,0,0,1,4,2
78,0,1,12,0,4,2,0,2,0,1,0,4,6
7,1,1,12,0,4,2,0,3,4,5,1,4,4
66,0,1,0,0,1,1,2,0,1,4,0,0,3
41,1,0,0,0,0,0,0,0,6,10,0,2,8
142,0,0,0,0,0,0,1,0,0,1,0,4,2
89,1,1,12,0,4,2,0,2,2,6,0,4,6
5,1,0,0,0,6,1,2,0,3,3,0,0,1
111,1,1,0,0,0,0,0,0,0,0,1,3,2
13,1,0,0,0,0,0,1,0,0,0,0,0,2
23,3,0,0,0,1,1,0,0,0,1,0,4,2
17,0,1,0,0,0,0,2,0,3,3,0,2,1
29,3,0,0,0,1,1,2,0,3,3,0,0,1
47,1,0,0,0,0,0,1,0,1,2,1,4,6
77,3,0,0,0,0,0,0,0,0,1,0,0,2
44,0,0,0,0,1,1,2,0,0,0,0,2,2
139,1,0,0,0,0,0,1,0,1,4,0,0,3
79,1,0,0,0,2,1,2,0,1,0,0,2,3
17,1,0,0,0,0,0,0,0,0,0,0,4,2
14,0,0,24,0,0,0,0,2,5,6,3,4,6
111,1,1,0,0,0,0,0,0,0,0,1,4,2
18,1,0,0,0,0,0,0,0,0,0,0,0,2
16,3,0,25,0,0,0,0,1,5,6,0,4,4
68,1,0,0,0,0,0,0,0,1,0,1,3,3
47,1,0,0,0,0,0,1,0,1,2,1,4,6
77,3,0,0,0,0,0,0,0,0,1,0,0,2
118,3,0,0,0,0,0,1,0,0,1,0,0,2
64,0,0,0,0,1,1,2,0,0,0,0,0,2
71,1,0,0,0,3,1,1,0,1,0,0,2,3
100,0,0,0,0,0,0,0,0,0,0,0,4,2
146,0,0,0,0,0,0,0,0,0,1,0,0,2
72,0,0,0,0,3,1,1,0,1,0,0,0,3
117,0,0,0,0,0,0,0,0,1,4,0,4,3
135,1,0,0,0,0,0,0,0,0,0,0,1,2
36,0,0,0,0,0,0,0,0,0,2,0,2,2
11,0,0,0,0,2,1,2,0,1,0,0,0,3
75,0,1,0,0,0,0,2,0,1,4,5,4,3
102,1,0,0,0,0,0,0,0,0,1,0,2,2
36,0,0,0,0,2,1,2,0,1,0,1,3,3
142,0,0,0,0,0,0,1,0,0,1,0,0,2
4,0,0,0,0,1,1,2,0,1,0,0,3,3
114,1,0,0,0,1,1,2,0,0,1,1,4,2
117,0,0,0,0,0,0,0,0,1,4,0,4,3
123,1,1,0,0,0,0,3,0,0,1,0,2,2
103,1,0,12,0,4,2,0,3,4,5,1,4,4
59,3,0,0,0,0,0,0,0,0,2,0,4,2
110,0,1,0,5,0,0,0,0,1,0,0,3,3
65,0,0,0,0,1,1,2,0,0,2,2,3,2
65,0,0,0,0,1,1,2,0,0,0,0,3,2
97,0,1,0,0,0,0,0,0,3,3,0,3,1
135,1,0,0,0,0,0,0,0,0,0,0,1,2
121,1,1,0,0,0,0,1,0,0,1,2,0,2
65,0,0,0,0,1,1,2,0,0,0,0,4,2
130,0,1,0,0,0,0,0,0,0,1,0,1,2
68,1,0,0,0,3,1,1,0,1,0,0,4,3
87,1,0,0,0,0,0,1,0,0,2,0,1,2
93,3,0,0,0,1,1,2,0,0,1,4,0,2
1,3,0,0,0,1,1,0,0,0,1,1,3,2
125,1,1,0,0,0,0,0,0,0,0,0,4,2
132,0,0,0,0,0,0,1,0,0,0,0,1,2
52,0,0,0,0,0,0,1,0,1,0,6,1,3
47,1,0,0,0,0,0,1,0,1,2,1,4,6
64,0,0,0,0,1,1,2,0,0,0,0,0,2
4,0,0,0,0,1,1,2,0,1,0,0,1,3
19,1,1,0,0,0,0,0,0,0,0,0,0,2
14,0,0,24,0,0,0,0,2,5,6,3,4,6
7,1,1,12,0,4,2,0,3,4,5,1,4,4
90,1,1,0,0,1,1,2,0,0,0,1,0,2
144,0,1,12,0,4,2,0,1,0,2,0,4,6
71,1,0,0,0,3,1,1,0,1,0,0,4,3
97,0,1,0,0,0,0,0,0,3,3,0,3,1
13,1,0,0,0,0,0,1,0,0,0,0,4,2
37,1,0,0,0,0,0,0,0,0,1,0,2,2
34,0,0,0,0,2,1,2,0,1,0,1,4,3
38,0,0,0,0,1,1,2,0,0,0,0,3,2
117,0,0,0,0,0,0,0,0,1,4,0,4,3
21,1,1,0,0,0,0,0,0,0,0,0,0,2
136,0,1,0,0,0,0,1,0,1,0,0,3,3
37,0,0,0,0,0,0,0,0,0,2,0,5,2
93,0,0,0,0,0,0,0,0,0,2,0,3,2
118,0,0,0,0,0,0,0,0,1,4,0,4,3
14,0,0,24,0,0,0,0,2,5,6,3,4,6
114,1,0,0,0,1,1,2,0,0,1,1,4,2
141,0,0,0,0,0,0,1,0,0,1,0,5,2
127,3,0,0,0,0,0,0,0,0,0,0,3,2
113,0,0,0,2,1,1,2,0,1,2,1,4,3
98,0,0,0,0,0,0,0,0,0,0,0,4,2
16,3,0,25,0,0,0,0,1,5,6,0,4,4
100,0,0,0,0,0,0,0,0,0,0,0,4,2
2,0,1,0,0,0,0,0,0,3,3,0,2,1
26,0,0,0,0,1,1,1,0,3,3,6,0,1
103,1,0,12,0,4,2,0,3,4,5,1,4,4
113,0,0,0,2,1,1,2,0,1,2,1,3,3
8,1,0,0,0,0,0,0,0,1,4,1,3,3
97,0,1,0,0,0,0,0,0,3,3,0,1,1
11,0,0,0,0,2,1,2,0,1,0,0,0,3
34,3,0,0,4,2,1,2,0,1,2,0,0,3
