id,gender,signup_method,signup_flow,language,affiliate_channel,affiliate_provider,first_affiliate_tracked,signup_app,first_device_type,first_browser,country_destination,action_type,device_type
107,1,0,12,5,5,8,0,2,0,3,3,1,3
82,0,1,25,1,5,4,1,2,5,3,5,7,2
23,1,0,25,0,4,5,0,0,6,5,6,1,5
82,3,1,25,14,4,5,1,3,0,4,7,5,5
82,1,0,12,1,4,1,2,3,0,0,7,5,8
82,3,0,24,0,4,5,3,1,0,4,0,0,5
23,1,1,0,4,4,4,2,2,6,6,7,5,8
23,1,1,0,4,4,8,0,3,7,1,4,3,4
82,3,0,24,0,1,1,0,3,5,2,0,5,8
82,1,1,24,0,1,5,0,3,3,4,7,4,4
23,3,0,24,1,0,1,3,1,1,6,7,1,8
135,1,1,0,1,1,0,2,1,0,10,5,1,5
135,3,0,24,0,6,5,3,0,1,5,4,1,3
82,0,1,12,0,5,5,0,2,4,4,5,0,4
82,1,1,12,2,3,0,3,0,6,1,1,1,7
23,0,1,0,1,3,1,3,1,1,0,1,0,0
23,3,1,25,5,3,8,3,1,1,4,5,5,6
107,3,1,25,1,7,0,0,3,5,6,7,6,7
107,3,0,25,2,1,0,0,1,2,4,3,6,2
107,3,0,25,1,7,1,2,0,6,3,6,7,5
135,3,1,12,1,5,5,1,0,1,1,1,4,6
23,1,0,12,0,7,8,3,1,6,0,9,4,1
135,0,0,12,2,4,2,2,3,3,1,3,0,0
82,1,0,24,5,4,5,1,2,6,2,6,2,2
135,0,0,12,4,5,4,0,0,2,6,3,2,7
135,0,1,24,14,2,2,1,0,3,0,0,3,1
107,0,0,25,4,1,4,1,2,5,6,2,4,3
135,1,0,0,2,4,0,1,0,0,2,7,5,3
82,3,1,0,5,4,8,2,2,4,10,0,2,8
82,0,0,24,4,7,8,1,2,2,5,1,7,0
135,0,0,25,2,2,5,3,2,4,5,9,6,1
107,1,1,24,14,0,0,0,2,5,6,6,5,4
135,0,1,12,4,4,2,2,2,1,0,0,5,0
23,0,0,12,4,1,4,2,1,1,10,1,6,6
135,0,1,12,0,5,6,2,3,1,3,7,5,6
135,0,0,12,9,7,5,3,2,5,5,6,6,7
82,0,1,24,14,6,4,3,2,5,6,2,7,7
135,0,1,12,4,3,2,3,3,7,2,4,2,8
135,3,1,24,2,3,8,2,1,2,3,5,6,7
82,3,0,24,4,6,2,3,3,0,1,0,5,0
107,3,0,24,5,3,2,3,0,1,1,0,3,1
107,3,1,24,1,2,4,0,2,0,1,9,0,5
23,1,0,12,14,0,8,3,1,1,1,2,7,5
82,3,0,0,1,5,1,0,2,1,10,5,2,2
23,0,1,24,0,3,6,0,1,5,10,9,4,7
107,1,0,25,2,1,5,2,3,6,1,1,0,6
82,0,1,12,9,3,0,3,2,7,5,1,7,1
82,0,1,24,0,1,0,0,3,2,5,9,0,1
135,1,0,0,0,5,5,3,0,0,5,5,5,7
107,3,0,12,4,7,4,0,1,7,5,6,7,8
108,1,0,25,2,2,0,0,1,0,2,6,6,7
23,3,0,25,1,2,8,0,1,4,6,3,1,5
135,0,1,24,4,3,0,2,1,5,2,2,1,5
135,3,1,12,2,4,1,3,0,5,6,3,2,5
107,1,1,25,14,5,6,0,2,5,10,4,4,7
82,0,0,24,2,7,6,2,0,2,0,7,6,1
23,0,1,12,0,1,1,1,1,6,2,1,5,8
107,3,0,24,5,3,5,1,1,0,4,3,5,2
23,3,0,12,2,1,6,1,3,4,10,5,2,4
82,3,0,0,5,3,4,3,2,4,6,1,7,3
107,3,0,0,2,0,1,2,1,4,0,4,4,5
82,1,0,12,1,1,4,3,2,5,3,1,3,1
82,1,1,25,0,3,8,2,2,7,5,0,6,6
23,3,0,25,1,6,1,0,3,6,3,9,2,1
82,3,1,24,2,5,1,2,0,4,6,0,3,7
23,0,1,12,0,5,1,3,3,0,3,1,6,4
23,3,1,0,5,3,2,3,3,2,3,1,0,7
82,3,1,12,14,7,1,3,3,7,2,6,0,2
23,0,0,25,1,4,0,0,1,4,5,4,3,5
82,0,1,24,0,5,4,2,1,4,4,9,1,2
107,1,0,25,9,7,8,1,0,1,5,7,2,7
135,0,0,24,1,0,8,3,1,6,4,5,1,0
82,3,1,12,2,2,5,1,1,2,6,7,1,4
23,0,0,24,1,4,5,0,0,7,2,9,4,1
82,0,0,12,0,3,4,1,3,6,0,1,4,6
23,1,0,25,4,0,0,2,2,4,3,5,3,5
135,1,1,0,5,2,6,3,2,5,1,9,0,8
135,3,1,12,5,7,4,3,2,1,0,5,0,2
23,3,1,25,14,5,5,1,0,5,6,0,4,7
107,1,0,12,5,0,4,1,3,2,1,7,0,3
23,3,0,0,2,5,0,0,2,7,3,4,4,7
82,3,1,24,9,7,5,0,2,7,4,2,1,5
135,1,0,0,5,6,6,1,1,2,4,3,0,0
82,1,1,0,5,3,4,0,0,3,10,9,0,3
107,3,0,25,1,0,6,2,1,5,4,0,6,0
82,1,1,0,9,2,2,0,0,2,3,4,4,3
135,0,0,24,1,0,1,2,1,7,1,6,2,6
107,1,0,24,14,0,6,1,0,6,10,3,1,4
107,1,0,24,14,6,4,1,0,5,4,6,6,2
82,3,0,25,5,5,8,0,1,6,2,3,2,6
23,3,0,24,0,6,6,0,1,6,5,0,6,4
23,1,1,12,0,4,5,3,1,6,6,0,0,7
107,0,0,25,5,2,1,2,0,2,6,0,6,1
135,0,0,0,4,1,5,2,1,5,0,1,6,3
23,1,0,12,2,0,2,2,2,1,1,0,0,0
23,3,1,25,5,7,6,1,0,2,6,0,1,5
107,0,0,12,5,4,6,2,2,6,2,2,7,4
135,3,0,24,5,1,1,1,0,3,10,2,0,6
23,1,1,25,4,0,0,3,1,0,5,2,7,5
82,0,0,25,5,6,5,2,0,2,2,1,1,8
82,1,0,25,4,7,4,2,0,3,0,3,3,5
107,3,0,12,4,0,2,2,0,2,3,0,5,0
82,3,1,0,9,1,1,0,2,2,0,7,4,4
23,1,0,25,14,2,2,0,3,1,0,6,5,3
82,0,1,24,5,6,5,3,1,3,4,3,3,5
135,3,0,0,2,3,6,0,0,2,5,7,4,4
107,1,1,25,2,2,1,3,0,2,10,2,4,2
135,0,0,25,0,3,2,2,0,1,1,5,6,5
23,0,1,12,5,2,0,1,0,5,5,2,7,1
23,3,0,12,5,5,5,1,2,3,10,0,1,4
23,1,1,12,2,1,8,0,3,4,5,9,0,4
107,1,0,24,0,1,8,2,0,5,4,9,5,4
82,3,1,24,0,1,6,2,0,1,2,3,1,7
23,1,0,0,14,4,1,1,2,5,0,9,1,7
82,0,0,0,4,7,1,0,0,0,3,2,4,7
107,1,0,0,9,5,0,3,1,0,4,9,7,3
82,3,0,25,14,4,2,0,0,2,1,6,7,7
23,3,1,0,0,0,5,2,2,1,2,2,5,2
82,1,1,0,0,7,0,1,0,0,5,2,5,2
135,3,1,12,4,7,8,2,1,0,6,2,3,8
135,1,0,12,5,5,8,0,0,3,0,4,2,4
107,3,0,0,14,2,8,3,0,2,5,7,3,2
82,3,1,0,0,0,1,2,3,3,10,1,4,8
107,3,0,12,9,3,1,0,2,0,6,3,6,8
23,0,1,0,5,1,8,2,1,4,10,1,4,8
135,3,0,12,4,1,1,3,2,4,5,4,0,0
82,1,1,24,9,2,2,0,2,1,5,2,5,3
107,0,1,24,1,0,5,1,3,2,0,1,1,7
82,1,0,12,2,5,2,1,0,3,10,3,6,8
82,3,0,24,2,5,1,1,2,2,5,9,6,2
135,3,0,25,2,6,2,3,3,0,0,4,6,6
82,3,1,12,0,6,2,3,0,1,10,5,3,0
107,3,0,0,5,0,1,1,2,0,2,0,2,7
135,3,1,0,4,6,5,1,0,1,10,2,4,5
23,3,1,24,0,0,1,2,0,4,6,9,4,8
107,0,1,25,1,4,1,1,0,2,0,2,5,7
23,0,1,24,9,0,2,2,2,1,1,3,1,6
107,0,1,24,14,6,1,2,3,7,5,2,2,3
107,1,0,12,4,6,2,2,3,3,0,6,4,4
82,1,0,24,1,4,0,1,1,1,3,0,7,8
23,1,0,12,2,1,8,0,2,4,1,3,0,6
107,3,0,12,4,5,6,2,1,5,1,4,4,1
135,0,1,0,9,0,4,2,2,0,5,1,6,7
23,3,0,0,14,6,6,1,3,1,5,4,7,1
107,0,1,24,9,2,4,3,2,7,10,0,6,4
135,0,0,0,14,0,6,1,1,3,5,0,7,2
107,1,0,25,2,7,4,3,1,0,6,6,4,2
135,3,0,24,0,1,1,3,1,4,10,2,4,5
23,3,0,0,0,3,0,0,2,6,2,9,1,7
23,1,1,0,1,6,1,1,0,2,3,0,7,8
107,0,1,0,1,3,2,3,1,5,0,4,5,1
107,3,0,25,4,7,5,0,3,2,0,0,5,8
23,0,0,24,1,5,8,1,3,4,10,4,0,2
23,1,0,12,1,2,4,0,1,2,10,9,6,7
107,0,0,12,14,0,2,2,0,4,10,6,2,2
135,3,0,0,1,3,6,0,3,1,3,1,1,5
23,0,0,25,1,5,5,1,0,7,5,0,3,0
23,3,1,24,9,6,6,3,1,3,6,0,6,4
23,0,1,24,1,4,5,0,2,4,4,3,0,2
135,3,1,24,2,2,5,1,1,7,2,6,2,4
135,1,0,0,0,3,6,3,3,7,10,7,6,2
108,3,1,24,9,3,2,0,3,1,2,2,0,3
82,1,0,0,5,5,1,2,0,5,10,5,5,2
23,0,0,12,1,2,8,3,0,5,6,0,3,6
82,1,1,25,5,5,4,1,3,6,2,2,7,0
23,1,0,24,4,4,4,2,3,3,3,6,1,6
82,1,1,12,0,6,5,3,0,3,4,5,4,3
23,3,0,0,2,1,6,1,0,7,5,0,6,0
107,0,0,12,4,4,1,3,3,2,2,0,7,3
82,1,1,0,2,2,6,2,3,6,2,5,3,7
107,1,0,24,1,6,6,2,3,7,0,7,1,6
23,3,1,12,0,5,1,3,0,7,2,2,6,8
107,0,1,25,4,5,2,1,0,2,0,1,5,2
82,1,1,12,9,4,4,1,1,2,2,2,6,8
135,3,1,25,0,1,8,0,3,1,1,2,7,6
23,0,1,12,5,6,0,1,0,4,6,9,3,0
107,3,0,12,0,5,0,0,1,1,5,7,5,1
23,0,1,25,5,2,8,1,1,7,10,0,3,4
23,1,0,0,2,3,1,2,2,2,5,3,3,5
135,1,0,25,4,0,0,1,3,3,5,6,1,7
23,1,0,25,9,5,0,0,0,7,6,7,2,0
82,1,0,24,2,0,8,3,1,1,2,1,6,5
23,3,1,0,0,5,5,3,1,5,4,7,7,5
23,0,0,0,14,4,4,1,0,0,10,0,2,5
23,0,0,12,2,6,0,2,1,4,0,6,5,7
23,1,1,12,0,1,2,3,2,3,1,3,6,2
135,1,1,24,9,3,0,1,3,4,10,7,2,2
107,3,0,25,4,6,0,3,3,7,10,6,1,8
107,0,0,0,9,1,4,0,1,5,4,0,7,3
23,0,1,12,2,0,2,2,1,3,10,1,1,0
135,0,0,12,2,2,4,3,3,4,3,4,0,6
82,3,0,12,1,4,2,1,3,3,3,3,1,5
135,1,0,0,5,3,2,3,2,4,3,2,2,8
135,1,0,24,2,7,0,1,2,0,0,1,3,0
23,3,1,25,4,5,5,0,1,1,6,4,4,2
23,3,0,25,4,3,4,1,1,4,4,7,5,7
82,1,0,12,2,3,5,0,0,4,6,6,4,3
108,3,1,12,1,4,8,3,3,1,3,6,6,4
82,3,0,24,14,1,5,1,1,6,2,0,7,8
135,0,0,24,9,7,8,0,1,5,10,7,7,2
82,3,0,12,0,5,4,1,1,1,4,6,3,7
23,0,1,12,0,1,1,1,1,1,1,3,2,2
82,0,0,12,14,5,4,2,2,3,3,1,5,0
135,3,0,25,0,0,8,2,0,3,3,3,4,2
107,0,0,24,4,5,6,0,3,0,4,4,3,1
23,0,0,24,5,1,0,2,3,5,2,1,2,8
135,0,0,12,4,7,6,0,0,1,2,0,1,6
23,3,0,25,0,3,6,0,2,4,5,5,7,1
82,3,0,0,14,0,1,1,1,6,2,1,2,8
135,1,1,24,0,4,1,1,0,0,1,1,2,7
82,1,0,25,4,5,6,1,2,0,2,9,4,5
135,0,0,0,4,0,8,1,0,3,1,6,3,4
82,3,0,24,14,4,5,1,0,1,6,6,7,2
135,0,1,24,4,6,1,1,1,1,6,0,5,0
23,0,1,0,2,6,5,0,0,7,4,7,1,5
82,3,0,24,5,4,8,1,0,2,6,1,5,5
82,0,0,25,1,3,5,3,2,5,4,5,2,6
23,3,0,12,1,5,1,0,0,4,1,6,7,3
82,0,0,0,9,0,0,2,2,6,10,1,3,0
107,0,1,0,14,4,1,2,2,0,6,0,1,7
107,3,0,25,2,5,1,2,0,0,6,3,2,6
23,0,0,0,1,3,8,3,0,2,2,1,5,0
23,0,0,0,1,0,0,1,1,4,4,0,6,4
107,1,1,12,14,4,2,2,2,3,4,3,2,8
135,1,0,0,0,4,4,2,0,0,1,7,3,4
82,1,0,24,0,7,8,0,0,4,4,3,3,3
107,0,1,24,1,1,6,1,3,5,10,2,4,1
135,0,0,25,1,2,4,1,3,6,4,7,6,1
107,1,0,24,2,6,4,1,3,1,10,9,1,3
23,3,0,12,1,2,6,3,1,6,5,7,0,7
107,0,1,12,4,7,8,3,1,4,4,2,5,0
135,3,1,24,1,2,8,3,2,2,2,9,2,6
23,0,0,24,5,5,8,2,0,5,0,0,4,5
107,0,1,25,5,1,1,3,2,7,2,3,4,6
107,0,0,24,2,5,4,0,0,3,1,1,3,2
135,0,1,24,0,6,2,3,1,5,6,5,1,3
135,3,0,25,1,2,1,3,2,0,10,7,1,0
135,1,0,0,5,0,2,0,1,6,0,3,2,6
107,1,0,0,4,7,1,3,0,6,10,5,2,5
135,0,0,12,5,5,0,0,1,2,3,2,6,4
82,1,0,24,0,5,6,3,0,6,4,0,3,5
23,1,1,24,14,7,0,3,0,5,5,3,5,4
107,3,1,24,4,1,0,2,3,6,0,3,5,4
135,3,1,0,9,1,8,2,0,6,0,0,6,7
135,3,0,25,0,3,4,0,0,2,1,4,3,6
135,0,0,12,0,6,2,0,0,4,0,3,6,7
82,3,1,24,0,1,6,3,0,0,6,9,1,4
82,3,0,25,14,0,5,1,1,6,4,2,6,5
135,3,1,25,1,7,0,2,0,4,1,4,7,7
82,1,0,12,1,4,8,2,0,4,10,1,1,4
135,3,1,0,0,3,8,1,2,0,6,7,5,1
23,3,1,0,5,5,2,1,2,7,0,4,7,8
107,1,1,25,2,0,4,0,1,2,3,4,6,7
135,0,0,12,0,6,1,2,1,0,4,7,3,7
135,3,1,12,9,0,6,1,3,0,2,5,5,1
135,0,0,25,0,4,2,0,3,7,10,6,4,3
135,1,1,25,1,1,5,0,0,4,2,5,6,0
23,1,0,12,14,3,4,1,2,4,10,2,3,7
82,1,1,12,5,6,8,2,0,1,4,9,3,6
135,3,0,24,1,6,5,1,0,0,3,7,5,8
135,3,1,24,1,3,5,1,2,3,2,4,1,2
82,3,0,12,0,7,1,1,1,7,2,0,3,5
23,3,0,24,0,4,2,1,3,5,1,9,7,6
135,0,0,24,4,5,8,2,2,2,10,0,1,6
107,0,1,12,5,0,1,0,2,5,2,3,3,0
81,0,0,24,2,6,0,2,3,7,2,9,4,8
135,1,1,0,0,2,2,2,0,5,5,0,5,6
82,1,1,25,1,3,1,2,1,3,10,0,0,1
107,3,1,25,1,0,4,0,3,2,4,4,7,4
82,0,1,0,4,3,5,2,3,4,5,3,0,3
82,3,0,24,2,1,8,3,0,4,0,7,3,6
135,0,1,25,0,3,0,1,0,1,0,5,5,0
82,0,0,24,0,4,0,3,2,4,4,4,3,2
82,1,0,12,2,7,2,3,2,3,4,5,7,2
23,0,1,12,5,3,4,3,2,1,2,7,1,5
135,3,1,25,5,7,6,1,1,7,6,7,6,8
82,1,0,0,14,4,0,3,2,6,4,0,1,7
107,0,0,25,14,7,5,3,2,7,5,4,1,6
107,0,0,25,14,6,5,1,2,0,2,9,4,0
135,3,0,0,5,3,2,0,3,0,1,4,2,5
82,1,1,12,14,5,4,0,3,3,10,7,3,2
135,3,1,25,0,5,8,3,2,7,5,3,3,1
135,0,1,0,0,0,0,0,1,5,3,3,0,8
23,0,1,24,1,3,6,2,0,6,1,9,0,3
23,1,1,0,0,2,8,2,2,7,4,1,4,2
23,0,1,25,5,5,0,0,3,6,5,1,2,8
82,1,0,0,9,6,1,2,0,4,2,5,3,4
107,3,0,12,5,3,4,1,1,5,4,2,7,0
107,0,0,12,0,6,0,0,1,2,3,2,7,3
82,1,1,12,1,4,5,1,2,1,6,6,3,2
107,0,0,12,5,5,4,1,1,3,4,4,5,4
23,0,1,25,9,3,6,1,2,2,6,5,7,0
82,0,0,12,0,1,6,0,2,1,6,5,1,8
23,0,1,24,2,1,4,3,0,5,4,6,0,8
107,3,1,12,9,5,2,2,0,1,6,5,2,0
23,1,0,12,0,6,4,0,2,1,3,7,2,8
82,0,1,12,14,6,1,0,3,1,0,0,3,3
82,3,1,0,14,4,8,0,1,1,0,0,6,4
82,0,0,0,1,1,2,2,3,2,5,1,4,6
107,1,1,24,14,1,1,2,3,5,5,1,4,2
23,3,1,24,1,1,1,2,1,2,10,7,4,5
107,0,0,24,2,6,4,0,2,7,3,5,5,1
23,3,1,0,4,3,2,3,1,4,0,4,4,1
107,1,1,0,9,2,8,1,0,6,2,0,4,0
108,1,0,12,9,3,6,1,0,0,6,2,2,6
23,1,0,12,1,0,6,1,3,7,4,2,5,5
82,3,0,24,5,7,4,1,3,4,5,9,7,3
135,0,0,24,2,0,6,2,1,2,2,5,6,0
107,3,1,0,2,4,4,3,3,6,10,5,5,6
82,0,1,0,5,4,5,0,0,3,0,7,4,0
23,1,0,24,4,5,8,3,1,7,10,7,1,5
23,1,1,24,2,0,1,1,1,7,6,0,4,4
107,1,0,12,0,5,2,2,0,1,10,1,1,6
23,0,0,12,9,2,4,3,2,7,5,9,6,2
82,3,0,12,9,3,6,2,3,0,1,2,1,3
23,3,1,25,14,7,6,2,2,2,6,1,7,8
107,3,1,12,14,1,0,1,0,4,6,1,0,6
107,1,1,25,4,4,0,1,1,5,2,9,4,3
107,3,1,0,1,5,2,1,2,4,10,2,4,2
108,0,1,25,5,4,1,2,3,2,0,2,5,5
23,3,1,25,4,7,5,2,2,2,4,7,1,0
135,0,1,0,0,1,1,2,3,6,2,7,0,1
82,1,0,25,5,6,4,2,2,6,1,5,0,8
107,0,0,12,0,1,1,1,0,2,6,1,1,7
107,0,0,0,9,0,8,1,3,5,2,5,2,2
135,0,0,12,5,0,5,3,2,5,10,4,5,0
23,1,0,24,14,2,6,3,2,4,2,7,5,3
108,1,0,12,5,2,0,0,2,0,0,7,7,3
23,0,1,25,2,4,5,2,0,2,6,3,0,6
82,0,1,0,9,0,8,2,2,0,5,5,7,2
107,3,1,12,2,6,2,2,0,3,3,0,5,7
82,3,1,25,0,6,1,1,2,1,10,4,0,1
23,0,1,12,14,6,5,0,0,0,6,5,0,6
135,1,0,25,1,0,2,1,3,2,5,1,2,8
135,3,0,24,14,1,8,0,0,7,0,3,6,6
82,0,1,0,0,2,8,2,1,6,2,0,7,3
82,0,0,0,0,4,4,1,1,5,3,3,0,2
135,3,1,25,14,3,4,0,1,1,0,7,3,3
23,3,1,12,14,2,1,0,1,3,1,0,7,6
23,3,0,0,14,6,6,0,0,0,4,1,6,7
82,3,1,0,1,6,5,0,3,2,3,5,6,7
82,0,0,12,0,3,6,3,3,3,6,4,7,3
23,0,0,25,0,2,6,0,3,6,1,7,3,7
135,0,0,25,4,4,2,1,2,7,10,5,7,1
107,1,0,24,5,0,1,3,0,0,5,0,0,6
23,1,0,0,4,5,4,3,1,7,6,0,4,7
108,0,0,24,2,3,0,3,2,6,10,9,0,6
108,3,1,12,0,4,6,0,1,6,4,5,0,4
107,0,0,12,1,7,0,0,2,3,1,9,2,2
23,1,0,12,2,7,4,3,1,3,2,9,7,5
135,1,1,25,2,4,1,0,3,4,0,3,7,8
107,0,1,12,14,0,8,0,3,0,5,0,1,4
135,1,0,12,0,4,4,0,2,3,4,1,4,0
107,3,0,25,9,5,1,0,0,1,3,0,4,1
135,0,0,24,2,4,4,0,2,6,3,2,4,6
23,0,1,25,2,6,1,3,2,2,3,4,0,2
82,0,0,24,5,7,0,1,3,3,6,1,1,1
135,3,0,12,4,0,8,1,2,7,3,0,6,0
82,0,0,0,2,2,1,0,0,7,10,4,3,1
82,3,1,0,4,1,0,2,0,4,2,3,6,6
135,3,1,25,14,6,8,1,3,3,6,0,1,8
23,0,0,25,4,4,8,2,2,1,1,4,1,3
135,0,0,24,1,0,0,1,1,6,4,9,2,0
107,3,0,0,9,1,1,1,0,1,5,3,2,5
82,0,1,12,5,5,0,0,2,6,1,1,1,4
107,3,1,24,4,3,5,1,0,0,0,5,4,5
82,3,1,25,9,4,8,0,3,4,2,5,4,4
23,3,1,0,4,7,0,0,0,3,3,3,6,5
135,0,0,12,1,2,1,1,0,3,5,2,6,7
23,3,0,25,4,5,2,3,1,6,5,1,3,5
23,3,0,25,1,1,4,2,2,0,6,6,7,5
23,0,0,12,0,5,5,2,0,2,6,0,5,1
135,0,1,0,9,3,1,1,3,0,0,0,5,7
23,1,1,25,1,1,4,3,2,3,4,9,0,4
107,3,0,12,14,7,6,1,2,5,4,7,4,1
23,3,0,25,14,1,0,3,2,2,4,4,0,1
135,3,1,25,4,6,6,3,1,2,2,3,0,2
82,1,0,24,1,3,2,3,2,2,2,9,3,5
23,3,0,25,0,1,0,1,1,2,3,3,2,5
81,3,1,24,0,6,1,3,1,5,3,9,7,1
135,1,1,25,4,7,6,0,2,7,1,5,6,5
135,0,1,25,5,3,0,3,2,4,0,2,6,4
135,0,0,0,1,2,0,2,0,6,1,3,2,3
82,3,0,0,2,2,4,3,0,1,4,7,7,0
82,1,1,25,14,3,2,1,3,7,2,0,2,0
82,1,0,0,1,1,0,0,1,6,2,4,0,2
23,0,0,24,0,2,0,1,3,1,10,0,2,2
82,0,1,25,14,1,1,0,0,7,1,7,2,4
23,3,1,24,14,3,6,2,0,7,1,6,3,7
108,1,0,25,14,6,6,3,0,3,2,6,2,2
23,0,1,12,5,5,8,3,0,5,4,7,4,4
82,3,0,0,4,5,6,2,3,0,4,5,7,0
107,0,1,0,5,5,4,3,1,2,6,0,4,1
135,3,0,24,0,0,5,1,2,1,6,0,0,1
23,3,1,24,9,7,8,1,2,5,4,0,7,1
108,3,1,25,0,0,6,3,0,7,0,6,6,2
23,3,1,0,2,3,8,3,1,1,1,7,3,8
135,1,0,24,2,2,8,2,2,3,4,9,6,7
82,1,1,12,5,1,4,1,1,3,3,1,6,1
107,1,1,25,9,6,0,1,3,1,3,7,5,3
107,3,0,0,0,5,4,2,2,7,6,6,5,8
82,1,0,0,1,6,1,0,2,1,3,1,0,7
23,1,1,24,4,4,5,2,2,3,6,4,0,8
135,0,1,24,2,3,0,1,3,0,6,4,3,6
135,0,0,0,2,6,8,1,2,0,3,7,1,8
135,0,0,25,4,4,0,0,0,5,6,7,4,8
23,0,0,25,5,7,5,2,2,1,1,5,7,6
107,3,1,0,0,0,5,2,0,0,3,3,3,5
135,0,1,24,0,3,8,2,2,3,4,5,1,2
